Time,Value1,Value2
2016-07-18 13:37:01,6,24.38
2016-07-18 13:37:02,32,47.51
2016-07-18 13:37:03,38,0.01
2016-07-18 13:37:04,16,45.94
2016-07-18 13:37:05,38,8.88
2016-07-18 13:37:06,41,32.06
2016-07-18 13:37:07,8,27.41
2016-07-18 13:37:08,13,13.97
2016-07-18 13:37:09,1,7.51
2016-07-18 13:37:10,17,48.7
2016-07-18 13:37:11,31,9.04
2016-07-18 13:37:12,32,25.45
2016-07-18 13:37:13,38,40.07
2016-07-18 13:37:14,45,34.57
2016-07-18 13:37:15,22,18.16
2016-07-18 13:37:16,50,38.52
2016-07-18 13:37:17,9,36.51
2016-07-18 13:37:18,45,2.73
2016-07-18 13:37:19,33,47.99
2016-07-18 13:37:20,25,4.09
2016-07-18 13:37:21,41,42.95
2016-07-18 13:37:22,2,34.4
2016-07-18 13:37:23,47,34.84
2016-07-18 13:37:24,45,3.99
2016-07-18 13:37:25,47,35.84
2016-07-18 13:37:26,14,15.7
2016-07-18 13:37:27,29,30.6
2016-07-18 13:37:28,48,0.31
2016-07-18 13:37:29,45,6.37
2016-07-18 13:37:30,43,32.57
2016-07-18 13:37:31,0,49.07
2016-07-18 13:37:32,27,10.49
2016-07-18 13:37:33,2,42.32
2016-07-18 13:37:34,35,44.87
2016-07-18 13:37:35,15,6.03
2016-07-18 13:37:36,28,41.92
2016-07-18 13:37:37,22,10.6
2016-07-18 13:37:38,2,21.76
2016-07-18 13:37:39,14,33.02
2016-07-18 13:37:40,45,31.9
2016-07-18 13:37:41,21,41.97
2016-07-18 13:37:42,8,43.23
2016-07-18 13:37:43,6,41.48
2016-07-18 13:37:44,27,46.4
2016-07-18 13:37:45,18,41.22
2016-07-18 13:37:46,38,25.63
2016-07-18 13:37:47,8,21.57
2016-07-18 13:37:48,50,11.94
2016-07-18 13:37:49,49,40.27
2016-07-18 13:37:50,27,10.64
2016-07-18 13:37:51,48,38.83
2016-07-18 13:37:52,45,27.11
2016-07-18 13:37:53,15,1.07
2016-07-18 13:37:54,5,27.24
2016-07-18 13:37:55,12,32.19
2016-07-18 13:37:56,26,38.58
2016-07-18 13:37:57,35,7.72
2016-07-18 13:37:58,45,18.02
2016-07-18 13:37:59,0,11.5
2016-07-18 13:38:00,1,9.03
2016-07-18 13:38:01,8,5.48
2016-07-18 13:38:02,35,7.24
2016-07-18 13:38:03,48,36.14
2016-07-18 13:38:04,15,3.76
2016-07-18 13:38:05,49,22.16
2016-07-18 13:38:06,21,15.15
2016-07-18 13:38:07,14,40.43
2016-07-18 13:38:08,12,42.83
2016-07-18 13:38:09,14,29.7
2016-07-18 13:38:10,24,11.2
2016-07-18 13:38:11,13,38.08
2016-07-18 13:38:12,8,39.13
2016-07-18 13:38:13,38,15.08
2016-07-18 13:38:14,44,8.1
2016-07-18 13:38:15,1,47.33
2016-07-18 13:38:16,45,45.9
2016-07-18 13:38:17,48,43.14
2016-07-18 13:38:18,50,32.27
2016-07-18 13:38:19,2,19.64
2016-07-18 13:38:20,20,12.42
2016-07-18 13:38:21,0,8.06
2016-07-18 13:38:22,37,36.47
2016-07-18 13:38:23,9,10.21
2016-07-18 13:38:24,26,18.59
2016-07-18 13:38:25,10,36.21
2016-07-18 13:38:26,48,49.16
2016-07-18 13:38:27,15,49.29
2016-07-18 13:38:28,9,32.35
2016-07-18 13:38:29,0,33.97
2016-07-18 13:38:30,4,37.04
2016-07-18 13:38:31,20,8.89
2016-07-18 13:38:32,30,41.93
2016-07-18 13:38:34,43,10.48
2016-07-18 13:38:35,32,27.09
2016-07-18 13:38:36,31,25.11
2016-07-18 13:38:37,8,0.5
2016-07-18 13:38:38,9,24.7
2016-07-18 13:38:39,25,26.59
2016-07-18 13:38:40,5,16.94
2016-07-18 13:38:41,15,41.3
2016-07-18 13:38:42,35,7.54
2016-07-18 13:38:43,19,6.61
2016-07-18 13:38:44,28,39.64
2016-07-18 13:38:45,48,20.46
2016-07-18 13:38:46,18,36.79
2016-07-18 13:38:47,16,47.38
2016-07-18 13:38:48,44,16.55
2016-07-18 13:38:49,36,11.38
2016-07-18 13:38:50,48,22.65
2016-07-18 13:38:51,24,48.79
2016-07-18 13:38:52,15,18.86
2016-07-18 13:38:53,39,39.29
2016-07-18 13:38:54,22,8.39
2016-07-18 13:38:55,14,33.11
2016-07-18 13:38:56,48,30.79
2016-07-18 13:38:57,49,36.81
2016-07-18 13:38:58,22,13.55
2016-07-18 13:38:59,14,26.97
2016-07-18 13:39:00,16,1.25
2016-07-18 13:39:01,50,27.94
2016-07-18 13:39:02,14,42.38
2016-07-18 13:39:03,49,45.89
2016-07-18 13:39:04,34,35.34
2016-07-18 13:39:05,8,38.78
2016-07-18 13:39:06,22,34.39
2016-07-18 13:39:07,19,39.77
2016-07-18 13:39:08,34,16.16
2016-07-18 13:39:09,7,12.38
2016-07-18 13:39:10,39,15.18
2016-07-18 13:39:11,29,32.85
2016-07-18 13:39:12,28,24.52
2016-07-18 13:39:13,48,17.2
2016-07-18 13:39:14,47,44.14
2016-07-18 13:39:15,21,19.76
2016-07-18 13:39:16,11,40.22
2016-07-18 13:39:17,35,36.55
2016-07-18 13:39:18,6,29.6
2016-07-18 13:39:19,31,20.82
2016-07-18 13:39:20,36,1.42
2016-07-18 13:39:21,2,41.57
2016-07-18 13:39:22,1,39.4
2016-07-18 13:39:23,13,26.86
2016-07-18 13:39:24,44,23.32
2016-07-18 13:39:25,29,26.31
2016-07-18 13:39:26,45,27.48
2016-07-18 13:39:27,32,13.46
2016-07-18 13:39:28,32,41.36
2016-07-18 13:39:29,10,49.78
2016-07-18 13:39:30,17,15.26
2016-07-18 13:39:31,1,34.09
2016-07-18 13:39:32,9,14.12
2016-07-18 13:39:33,0,11.08
2016-07-18 13:39:34,30,27.59
2016-07-18 13:39:35,9,45.63
2016-07-18 13:39:36,42,22.01
2016-07-18 13:39:37,42,30.6
2016-07-18 13:39:38,36,46
2016-07-18 13:39:39,10,36.13
2016-07-18 13:39:40,5,2.06
2016-07-18 13:39:41,9,47.19
2016-07-18 13:39:42,10,29.32
2016-07-18 13:39:43,4,16.15
2016-07-18 13:39:44,47,13.13
2016-07-18 13:39:45,14,37.5
2016-07-18 13:39:46,9,44.96
2016-07-18 13:39:47,12,4.23
2016-07-18 13:39:48,22,47.07
2016-07-18 13:39:49,12,40.8
2016-07-18 13:39:50,14,40.94
2016-07-18 13:39:51,40,8.68
2016-07-18 13:39:52,19,43.03
2016-07-18 13:39:53,10,36.43
2016-07-18 13:39:54,4,35.5
2016-07-18 13:39:55,45,15.75
2016-07-18 13:39:56,36,30.94
2016-07-18 13:39:57,27,45.24
2016-07-18 13:39:58,24,17.71
2016-07-18 13:39:59,28,40.42
2016-07-18 13:40:00,34,16.96
2016-07-18 13:40:01,48,35.61
2016-07-18 13:40:02,6,4.24
2016-07-18 13:40:03,35,13.92
2016-07-18 13:40:04,35,6.78
2016-07-18 13:40:05,11,48.8
2016-07-18 13:40:06,6,4.78
2016-07-18 13:40:07,0,34.13
2016-07-18 13:40:08,50,49.05
2016-07-18 13:40:09,2,14.63
2016-07-18 13:40:10,41,28.18
2016-07-18 13:40:11,6,43
2016-07-18 13:40:12,40,48.08
2016-07-18 13:40:13,29,15.24
2016-07-18 13:40:14,0,23.46
2016-07-18 13:40:15,30,43.38
2016-07-18 13:40:16,15,15.54
2016-07-18 13:40:17,21,0.68
2016-07-18 13:40:18,44,9.4
2016-07-18 13:40:19,40,41.97
2016-07-18 13:40:20,2,1.08
2016-07-18 13:40:21,18,27.38
2016-07-18 13:40:22,4,49.57
2016-07-18 13:40:23,40,43.91
2016-07-18 13:40:24,49,32.55
2016-07-18 13:40:25,30,39.02
2016-07-18 13:40:26,17,33.03
2016-07-18 13:40:27,3,18.12
2016-07-18 13:40:28,5,25.36
2016-07-18 13:40:29,9,30.45
2016-07-18 13:40:30,9,19.88
2016-07-18 13:40:31,45,18.79
2016-07-18 13:40:32,5,40.26
2016-07-18 13:40:33,16,26.59
2016-07-18 13:40:34,48,43.61
2016-07-18 13:40:35,44,32.57
2016-07-18 13:40:36,44,34.27
2016-07-18 13:40:37,14,44.99
2016-07-18 13:40:38,19,37.18
2016-07-18 13:40:39,50,10.78
2016-07-18 13:40:40,25,33.25
2016-07-18 13:40:41,49,14.54
2016-07-18 13:40:42,48,2.43
2016-07-18 13:40:43,3,24.45
2016-07-18 13:40:44,12,3.52
2016-07-18 13:40:45,22,48.38
2016-07-18 13:40:46,23,21.35
2016-07-18 13:40:47,48,46.98
2016-07-18 13:40:48,29,15.24
2016-07-18 13:40:49,31,26.55
2016-07-18 13:40:50,17,33.37
2016-07-18 13:40:51,30,45.04
2016-07-18 13:40:52,15,2.66
2016-07-18 13:40:53,49,1.85
2016-07-18 13:40:54,46,27.89
2016-07-18 13:40:55,11,11.04
2016-07-18 13:40:56,28,47
2016-07-18 13:40:57,42,14.4
2016-07-18 13:40:58,35,12.61
2016-07-18 13:40:59,36,38.65
2016-07-18 13:41:00,11,7.71
2016-07-18 13:41:01,1,17.37
2016-07-18 13:41:02,5,22.06
2016-07-18 13:41:03,11,46.37
2016-07-18 13:41:04,12,4.14
2016-07-18 13:41:05,36,44.67
2016-07-18 13:41:06,33,12.41
2016-07-18 13:41:07,47,1.11
2016-07-18 13:41:08,22,49.72
2016-07-18 13:41:09,30,16.56
2016-07-18 13:41:10,40,10.24
2016-07-18 13:41:11,37,48.17
2016-07-18 13:41:12,31,21.65
2016-07-18 13:41:13,9,42.04
2016-07-18 13:41:14,40,6.68
2016-07-18 13:41:15,26,24
2016-07-18 13:41:16,1,3.98
2016-07-18 13:41:17,38,9.84
2016-07-18 13:41:18,12,35.35
2016-07-18 13:41:19,27,15.41
2016-07-18 13:41:20,13,27.42
2016-07-18 13:41:21,8,27.16
2016-07-18 13:41:22,11,26.47
2016-07-18 13:41:23,48,34.92
2016-07-18 13:41:24,25,48.81
2016-07-18 13:41:25,37,2.65
2016-07-18 13:41:26,49,34.31
2016-07-18 13:41:27,23,27.47
2016-07-18 13:41:28,3,48.71
2016-07-18 13:41:29,5,1.9
2016-07-18 13:41:30,0,1.23
2016-07-18 13:41:31,39,27.28
2016-07-18 13:41:32,4,9.82
2016-07-18 13:41:33,23,45.02
2016-07-18 13:41:34,47,42.27
2016-07-18 13:41:35,9,12.22
2016-07-18 13:41:36,22,22.84
2016-07-18 13:41:37,9,8.42
2016-07-18 13:41:38,8,29.02
2016-07-18 13:41:39,6,7.19
2016-07-18 13:41:40,12,38.88
2016-07-18 13:41:41,20,47.78
2016-07-18 13:41:42,39,1.1
2016-07-18 13:41:43,10,13.22
2016-07-18 13:41:44,42,27.67
2016-07-18 13:41:45,26,2.08
2016-07-18 13:41:46,33,35.19
2016-07-18 13:41:47,20,35.18
2016-07-18 13:41:48,23,7.41
2016-07-18 13:41:49,38,11.8
2016-07-18 13:41:50,36,2.63
2016-07-18 13:41:51,24,35.09
2016-07-18 13:41:52,8,48.81
2016-07-18 13:41:53,20,9.52
2016-07-18 13:41:54,14,43.66
2016-07-18 13:41:56,39,47.91
2016-07-18 13:41:57,44,18.64
2016-07-18 13:41:58,39,6.84
2016-07-18 13:41:59,48,29.51
2016-07-18 13:42:00,4,36.6
2016-07-18 13:42:01,21,49.17
2016-07-18 13:42:02,35,2
2016-07-18 13:42:03,23,17.1
2016-07-18 13:42:04,14,37.15
2016-07-18 13:42:05,42,43.34
2016-07-18 13:42:06,34,29.45
2016-07-18 13:42:07,31,37.79
2016-07-18 13:42:08,9,40.9
2016-07-18 13:42:09,37,38.08
2016-07-18 13:42:10,2,15.11
2016-07-18 13:42:11,3,4.79
2016-07-18 13:42:12,46,33.47
2016-07-18 13:42:13,14,23.28
2016-07-18 13:42:14,27,44.58
2016-07-18 13:42:15,45,36.99
2016-07-18 13:42:16,40,35.58
2016-07-18 13:42:17,37,10.54
2016-07-18 13:42:18,39,18.72
2016-07-18 13:42:19,24,2.67
2016-07-18 13:42:20,36,22.03
2016-07-18 13:42:21,35,36.68
2016-07-18 13:42:22,23,44.86
2016-07-18 13:42:23,26,48.62
2016-07-18 13:42:24,19,39.11
2016-07-18 13:42:25,16,33.71
2016-07-18 13:42:26,49,7.77
2016-07-18 13:42:27,28,44.85
2016-07-18 13:42:28,42,19.79
2016-07-18 13:42:29,32,21.77
2016-07-18 13:42:30,17,48.54
2016-07-18 13:42:31,23,36.35
2016-07-18 13:42:32,45,17.59
2016-07-18 13:42:33,47,4.93
2016-07-18 13:42:34,3,8.16
2016-07-18 13:42:35,34,4.84
2016-07-18 13:42:36,36,14.11
2016-07-18 13:42:37,10,23.16
2016-07-18 13:42:38,36,13.33
2016-07-18 13:42:39,20,14.09
2016-07-18 13:42:40,28,17.14
2016-07-18 13:42:41,50,44.3
2016-07-18 13:42:42,24,9.59
2016-07-18 13:42:43,42,10.91
2016-07-18 13:42:44,20,35.14
2016-07-18 13:42:45,41,17.32
2016-07-18 13:42:46,19,28.41
2016-07-18 13:42:47,16,8.6
2016-07-18 13:42:48,5,12.26
2016-07-18 13:42:49,35,12.93
2016-07-18 13:42:50,18,46.74
2016-07-18 13:42:51,28,5.45
2016-07-18 13:42:52,24,6.18
2016-07-18 13:42:53,39,5.68
2016-07-18 13:42:54,30,49.16
2016-07-18 13:42:55,46,8.89
2016-07-18 13:42:56,15,25.74
2016-07-18 13:42:57,38,9.41
2016-07-18 13:42:58,42,9.32
2016-07-18 13:42:59,21,16.31
2016-07-18 13:43:00,45,22.73
2016-07-18 13:43:01,46,44.59
2016-07-18 13:43:02,16,6.11
2016-07-18 13:43:03,12,43.58
2016-07-18 13:43:04,47,17.31
2016-07-18 13:43:05,9,11.87
2016-07-18 13:43:06,35,45.3
2016-07-18 13:43:07,47,48.23
2016-07-18 13:43:08,18,33.95
2016-07-18 13:43:09,4,19.17
2016-07-18 13:43:10,1,11.56
2016-07-18 13:43:11,14,44.18
2016-07-18 13:43:12,29,41.04
2016-07-18 13:43:13,16,10.14
2016-07-18 13:43:14,47,16.47
2016-07-18 13:43:15,50,7.19
2016-07-18 13:43:16,16,18.11
2016-07-18 13:43:17,36,36.1
2016-07-18 13:43:18,9,38.68
2016-07-18 13:43:19,23,32.78
2016-07-18 13:43:20,31,40.18
2016-07-18 13:43:21,45,43.97
2016-07-18 13:43:22,39,6.77
2016-07-18 13:43:23,5,17.31
2016-07-18 13:43:24,27,13.73
2016-07-18 13:43:25,41,29.67
2016-07-18 13:43:26,17,43.75
2016-07-18 13:43:27,41,24.4
2016-07-18 13:43:28,25,21.69
2016-07-18 13:43:29,22,39.24
2016-07-18 13:43:30,20,40.2
2016-07-18 13:43:31,28,34.6
2016-07-18 13:43:32,28,22.17
2016-07-18 13:43:33,5,3.38
2016-07-18 13:43:34,9,26.99
2016-07-18 13:43:35,23,42.95
2016-07-18 13:43:36,1,15.11
2016-07-18 13:43:37,21,8.93
2016-07-18 13:43:38,34,1.49
2016-07-18 13:43:39,45,8.47
2016-07-18 13:43:40,29,20.7
2016-07-18 13:43:41,34,5.22
2016-07-18 13:43:42,40,7.4
2016-07-18 13:43:43,31,9.53
2016-07-18 13:43:44,26,0.35
2016-07-18 13:43:45,33,22.18
2016-07-18 13:43:46,26,2.45
2016-07-18 13:43:47,24,33.66
2016-07-18 13:43:48,33,5.11
2016-07-18 13:43:49,6,8.92
2016-07-18 13:43:50,12,13.4
2016-07-18 13:43:51,38,17.17
2016-07-18 13:43:52,19,46.8
2016-07-18 13:43:53,41,16.31
2016-07-18 13:43:54,34,7.47
2016-07-18 13:43:55,20,42.51
2016-07-18 13:43:56,8,13.28
2016-07-18 13:43:57,18,29.93
2016-07-18 13:43:58,30,35.7
2016-07-18 13:43:59,39,24.66
2016-07-18 13:44:00,36,2.36
2016-07-18 13:44:01,4,3.3
2016-07-18 13:44:02,8,28.8
2016-07-18 13:44:03,8,16.3
2016-07-18 13:44:04,9,17.88
2016-07-18 13:44:05,35,49.18
2016-07-18 13:44:06,32,27.36
2016-07-18 13:44:07,38,19.99
2016-07-18 13:44:08,10,29.81
2016-07-18 13:44:09,14,13.27
2016-07-18 13:44:10,31,38.67
2016-07-18 13:44:11,38,12.45
2016-07-18 13:44:12,31,42.85
2016-07-18 13:44:13,32,13.16
2016-07-18 13:44:14,19,10.87
2016-07-18 13:44:15,20,5.99
2016-07-18 13:44:16,11,42.29
2016-07-18 13:44:17,18,35.51
2016-07-18 13:44:18,29,21.06
2016-07-18 13:44:19,23,17.1
2016-07-18 13:44:20,11,10.32
2016-07-18 13:44:21,24,40.76
2016-07-18 13:44:22,7,22.51
2016-07-18 13:44:23,45,31.26
2016-07-18 13:44:24,16,24.03
2016-07-18 13:44:25,39,5.25
2016-07-18 13:44:26,42,5.22
2016-07-18 13:44:27,45,28.81
2016-07-18 13:44:28,32,26.5
2016-07-18 13:44:29,38,40.85
2016-07-18 13:44:30,39,25.71
2016-07-18 13:44:31,47,31.47
2016-07-18 13:44:32,0,18.01
2016-07-18 13:44:33,8,15.82
2016-07-18 13:44:34,13,4.54
2016-07-18 13:44:35,8,29.27
2016-07-18 13:44:36,26,20.27
2016-07-18 13:44:37,34,10.3
2016-07-18 13:44:38,49,34.6
2016-07-18 13:44:39,20,13.81
2016-07-18 13:44:40,14,41.43
2016-07-18 13:44:41,22,12.15
2016-07-18 13:44:42,3,48.32
2016-07-18 13:44:43,38,44.76
2016-07-18 13:44:44,27,0.34
2016-07-18 13:44:45,29,45.49
2016-07-18 13:44:46,18,20.9
2016-07-18 13:44:47,22,37.95
2016-07-18 13:44:48,25,1.68
2016-07-18 13:44:49,42,26.41
2016-07-18 13:44:50,16,3.4
2016-07-18 13:44:51,50,25.63
2016-07-18 13:44:52,40,26.44
2016-07-18 13:44:53,45,49.95
2016-07-18 13:44:54,3,31.61
2016-07-18 13:44:55,40,30.77
2016-07-18 13:44:56,43,22.74
2016-07-18 13:44:57,16,15.87
2016-07-18 13:44:58,40,39.11
2016-07-18 13:44:59,40,4.59
2016-07-18 13:45:00,1,26.24
2016-07-18 13:45:01,34,48.98
2016-07-18 13:45:02,15,39.76
2016-07-18 13:45:03,38,14.33
2016-07-18 13:45:04,10,4.94
2016-07-18 13:45:05,5,17.3
2016-07-18 13:45:06,30,43.14
2016-07-18 13:45:07,40,45.12
2016-07-18 13:45:08,12,8.69
2016-07-18 13:45:09,17,4.1
2016-07-18 13:45:10,5,19.18
2016-07-18 13:45:11,13,35.52
2016-07-18 13:45:12,8,18.97
2016-07-18 13:45:13,44,4.35
2016-07-18 13:45:14,1,44.45
2016-07-18 13:45:15,8,48.28
2016-07-18 13:45:17,4,3.51
2016-07-18 13:45:18,30,38.06
2016-07-18 13:45:19,31,14.03
2016-07-18 13:45:20,44,11.19
2016-07-18 13:45:21,2,19.26
2016-07-18 13:45:22,29,9.03
2016-07-18 13:45:23,20,10.38
2016-07-18 13:45:24,48,9.71
2016-07-18 13:45:25,32,48.13
2016-07-18 13:45:26,28,28.39
2016-07-18 13:45:27,37,6.45
2016-07-18 13:45:28,10,31.33
2016-07-18 13:45:29,1,3.19
2016-07-18 13:45:30,39,49.97
2016-07-18 13:45:31,46,46.8
2016-07-18 13:45:32,17,13.99
2016-07-18 13:45:33,7,21.8
2016-07-18 13:45:34,15,9.07
2016-07-18 13:45:35,0,35.52
2016-07-18 13:45:36,13,0.67
2016-07-18 13:45:37,30,9.99
2016-07-18 13:45:38,25,48.51
2016-07-18 13:45:39,19,6.38
2016-07-18 13:45:40,39,4.57
2016-07-18 13:45:41,9,19.93
2016-07-18 13:45:42,12,15.48
2016-07-18 13:45:43,36,27.07
2016-07-18 13:45:44,6,7.38
2016-07-18 13:45:45,38,15.84
2016-07-18 13:45:46,27,29.91
2016-07-18 13:45:47,44,43.79
2016-07-18 13:45:48,34,30.74
2016-07-18 13:45:49,46,46.09
2016-07-18 13:45:50,46,34.5
2016-07-18 13:45:51,3,0.51
2016-07-18 13:45:52,15,0.12
2016-07-18 13:45:53,0,45.61
2016-07-18 13:45:54,22,11.97
2016-07-18 13:45:55,20,16.56
2016-07-18 13:45:56,36,27.72
2016-07-18 13:45:57,0,27.02
2016-07-18 13:45:58,18,4.37
2016-07-18 13:45:59,45,43.25
2016-07-18 13:46:00,46,17.9
2016-07-18 13:46:01,28,2.32
2016-07-18 13:46:02,34,38.41
2016-07-18 13:46:03,24,39.82
2016-07-18 13:46:04,29,37.35
2016-07-18 13:46:05,10,25.25
2016-07-18 13:46:06,40,29.22
2016-07-18 13:46:07,24,6.7
2016-07-18 13:46:08,5,11.99
2016-07-18 13:46:09,1,24.75
2016-07-18 13:46:10,48,41.06
2016-07-18 13:46:11,8,19.63
2016-07-18 13:46:12,35,16.01
2016-07-18 13:46:13,13,7.29
2016-07-18 13:46:14,35,18.85
2016-07-18 13:46:15,23,10.1
2016-07-18 13:46:16,19,47.81
2016-07-18 13:46:17,18,30.98
2016-07-18 13:46:18,38,39.49
2016-07-18 13:46:19,41,43.55
2016-07-18 13:46:20,48,47.6
2016-07-18 13:46:21,41,22.64
2016-07-18 13:46:22,50,12.18
2016-07-18 13:46:23,30,39.27
2016-07-18 13:46:24,34,8.37
2016-07-18 13:46:25,3,34.52
2016-07-18 13:46:26,46,13.64
2016-07-18 13:46:27,35,42.37
2016-07-18 13:46:28,18,35.15
2016-07-18 13:46:29,28,1.45
2016-07-18 13:46:30,4,27.04
2016-07-18 13:46:31,36,16.94
2016-07-18 13:46:32,39,34.51
2016-07-18 13:46:33,32,39.93
2016-07-18 13:46:34,15,4.83
2016-07-18 13:46:35,42,42.06
2016-07-18 13:46:36,3,28.74
2016-07-18 13:46:37,46,21.33
2016-07-18 13:46:38,19,23.55
2016-07-18 13:46:39,34,44.25
2016-07-18 13:46:40,48,9.11
2016-07-18 13:46:41,8,4.27
2016-07-18 13:46:42,35,26.6
2016-07-18 13:46:43,45,26.7
2016-07-18 13:46:44,18,45.91
2016-07-18 13:46:45,15,42.28
2016-07-18 13:46:46,33,4.31
2016-07-18 13:46:47,40,31.61
2016-07-18 13:46:48,36,37.51
2016-07-18 13:46:49,41,17.96
2016-07-18 13:46:50,24,20.42
2016-07-18 13:46:51,1,47.4
2016-07-18 13:46:52,11,14.52
2016-07-18 13:46:53,19,24.06
2016-07-18 13:46:54,39,9.21
2016-07-18 13:46:55,44,24.97
2016-07-18 13:46:56,10,44.16
2016-07-18 13:46:57,45,15.29
2016-07-18 13:46:58,23,31.36
2016-07-18 13:46:59,41,0.97
2016-07-18 13:47:00,12,17.04
2016-07-18 13:47:01,49,3.27
2016-07-18 13:47:02,43,4.31
2016-07-18 13:47:03,19,37.61
2016-07-18 13:47:04,18,25.62
2016-07-18 13:47:05,32,45.42
2016-07-18 13:47:06,3,4.97
2016-07-18 13:47:07,7,22.72
2016-07-18 13:47:08,29,2.89
2016-07-18 13:47:09,29,41.51
2016-07-18 13:47:10,8,20.32
2016-07-18 13:47:11,21,10.44
2016-07-18 13:47:12,11,4.37
2016-07-18 13:47:13,42,4.23
2016-07-18 13:47:14,45,28.87
2016-07-18 13:47:15,13,44.59
2016-07-18 13:47:16,5,32.71
2016-07-18 13:47:17,4,27.15
2016-07-18 13:47:18,17,4.36
2016-07-18 13:47:19,30,30.07
2016-07-18 13:47:20,5,1.14
2016-07-18 13:47:21,7,48.81
2016-07-18 13:47:22,19,24.95
2016-07-18 13:47:23,12,16.5
2016-07-18 13:47:24,0,41.71
2016-07-18 13:47:25,23,39.81
2016-07-18 13:47:26,7,5.75
2016-07-18 13:47:27,10,43.85
2016-07-18 13:47:28,40,40.57
2016-07-18 13:47:29,31,3.19
2016-07-18 13:47:30,26,33.95
2016-07-18 13:47:31,29,10.52
2016-07-18 13:47:32,36,20.81
2016-07-18 13:47:33,18,38.76
2016-07-18 13:47:34,3,25.41
2016-07-18 13:47:35,33,9.4
2016-07-18 13:47:36,23,7.98
2016-07-18 13:47:37,35,35.2
2016-07-18 13:47:38,32,43.29
2016-07-18 13:47:39,11,30.01
2016-07-18 13:47:40,26,12.72
2016-07-18 13:47:41,30,46.78
2016-07-18 13:47:42,19,18.03
2016-07-18 13:47:43,28,9.53
2016-07-18 13:47:44,38,27.46
2016-07-18 13:47:45,37,43.46
2016-07-18 13:47:46,46,34.59
2016-07-18 13:47:47,41,43.17
2016-07-18 13:47:48,36,12.1
2016-07-18 13:47:49,33,9.12
2016-07-18 13:47:50,41,21.15
2016-07-18 13:47:51,48,32.95
2016-07-18 13:47:52,18,42.75
2016-07-18 13:47:53,19,44.2
2016-07-18 13:47:54,1,24.96
2016-07-18 13:47:55,27,33.83
2016-07-18 13:47:56,12,16.05
2016-07-18 13:47:57,46,5.11
2016-07-18 13:47:58,39,23.89
2016-07-18 13:47:59,20,15.49
2016-07-18 13:48:00,6,48.33
2016-07-18 13:48:01,41,15.61
2016-07-18 13:48:02,43,15.22
2016-07-18 13:48:03,33,10.3
2016-07-18 13:48:04,13,38.24
2016-07-18 13:48:05,21,9.62
2016-07-18 13:48:06,3,12.46
2016-07-18 13:48:07,15,36.95
2016-07-18 13:48:08,44,44.84
2016-07-18 13:48:09,2,13.45
2016-07-18 13:48:10,13,28.13
2016-07-18 13:48:11,33,49.32
2016-07-18 13:48:12,7,10.62
2016-07-18 13:48:13,15,15.88
2016-07-18 13:48:14,27,22.17
2016-07-18 13:48:15,13,11.93
2016-07-18 13:48:16,14,43.67
2016-07-18 13:48:17,41,4
2016-07-18 13:48:18,41,23.11
2016-07-18 13:48:19,49,5.93
2016-07-18 13:48:20,2,14.94
2016-07-18 13:48:21,30,27.35
2016-07-18 13:48:22,20,2.78
2016-07-18 13:48:23,46,20.67
2016-07-18 13:48:24,36,43.93
2016-07-18 13:48:25,0,25.77
2016-07-18 13:48:26,34,33.71
2016-07-18 13:48:27,31,38.94
2016-07-18 13:48:28,38,7.8
2016-07-18 13:48:29,50,8.8
2016-07-18 13:48:30,41,26.01
2016-07-18 13:48:31,6,34.12
2016-07-18 13:48:32,23,47
2016-07-18 13:48:33,20,36.09
2016-07-18 13:48:34,5,45.74
2016-07-18 13:48:35,3,1.01
2016-07-18 13:48:36,25,47.16
2016-07-18 13:48:38,2,43.2
2016-07-18 13:48:39,27,22.33
2016-07-18 13:48:40,10,26.85
2016-07-18 13:48:41,11,22.32
2016-07-18 13:48:42,10,8.73
2016-07-18 13:48:43,15,35.66
2016-07-18 13:48:44,50,33.07
2016-07-18 13:48:45,26,45.49
2016-07-18 13:48:46,44,10.67
2016-07-18 13:48:47,2,30.16
2016-07-18 13:48:48,49,25.31
2016-07-18 13:48:49,31,7.07
2016-07-18 13:48:50,32,39.56
2016-07-18 13:48:51,1,38.07
2016-07-18 13:48:52,25,11.37
2016-07-18 13:48:53,9,9.33
2016-07-18 13:48:54,10,43.89
2016-07-18 13:48:55,50,3.75
2016-07-18 13:48:56,42,23.6
2016-07-18 13:48:57,1,39.41
2016-07-18 13:48:58,27,40.33
2016-07-18 13:48:59,10,32.36
2016-07-18 13:49:00,13,15.48
2016-07-18 13:49:01,14,8.92
2016-07-18 13:49:02,40,18.55
2016-07-18 13:49:03,31,45.44
2016-07-18 13:49:04,2,31.42
2016-07-18 13:49:05,35,27.71
2016-07-18 13:49:06,18,12.24
2016-07-18 13:49:07,3,30.61
2016-07-18 13:49:08,43,23.34
2016-07-18 13:49:09,28,38.82
2016-07-18 13:49:10,38,38.02
2016-07-18 13:49:11,23,10.94
2016-07-18 13:49:12,31,37.05
2016-07-18 13:49:13,50,9.42
2016-07-18 13:49:14,27,40.16
2016-07-18 13:49:15,15,29.41
2016-07-18 13:49:16,27,8.84
2016-07-18 13:49:17,20,35.57
2016-07-18 13:49:18,19,6.79
2016-07-18 13:49:19,49,47.77
2016-07-18 13:49:20,34,25.59
2016-07-18 13:49:21,41,3.71
