LOAN_AMOUNT,SECTOR_NAME,POSTED_TIME,day,month,year,,,,,,,,,,,,,,
1575,Agriculture,21/8/2014 21:09,21,8,2014,,,,,,,,,,,,,,
5925,Retail,21/5/2014 20:55,21,5,2014,,,,,,,,,,,,,,
500,Housing,4/9/2013 20:19,4,9,2013,,,,,,,,,,,,,,
1150,Agriculture,8/10/2014 8:48,8,10,2014,,,,,,,,,,,,,,
600,Clothing,18/8/2015 18:01,18,8,2015,,,,,,,,,,,,,,
4925,Agriculture,24/12/2015 16:04,24,12,2015,,,,,,,,,,,,,,
1325,Agriculture,18/10/2013 11:35,18,10,2013,,,,,,,,,,,,,,
950,Housing,30/9/2013 23:10,30,9,2013,,,,,,,,,,,,,,
400,Agriculture,30/6/2017 11:46,30,6,2017,,,,,,,,,,,,,,
950,Housing,18/5/2017 5:16,18,5,2017,,,,,,,,,,,,,,
575,Personal Use,20/11/2015 10:02,20,11,2015,,,,,,,,,,,,,,
1050,Food,29/4/2014 16:16,29,4,2014,,,,,,,,,,,,,,
9450,Clothing,24/6/2015 19:15,24,6,2015,,,,,,,,,,,,,,
2000,Personal Use,30/7/2013 10:47,30,7,2013,,,,,,,,,,,,,,
2325,Agriculture,3/11/2017 9:58,3,11,2017,,,,,,,,,,,,,,
5450,Services,28/6/2013 21:49,28,6,2013,,,,,,,,,,,,,,
1500,Agriculture,10/10/2013 21:51,10,10,2013,,,,,,,,,,,,,,
250,Housing,5/6/2017 10:21,5,6,2017,,,,,,,,,,,,,,
1600,Retail,27/3/2015 17:42,27,3,2015,,,,,,,,,,,,,,
775,Agriculture,28/5/2017 8:36,28,5,2017,,,,,,,,,,,,,,
1175,Housing,25/6/2013 5:56,25,6,2013,,,,,,,,,,,,,,
500,Agriculture,14/1/2016 9:58,14,1,2016,,,,,,,,,,,,,,
1000,Agriculture,22/1/2016 16:14,22,1,2016,,,,,,,,,,,,,,
1500,Personal Use,3/4/2014 7:28,3,4,2014,,,,,,,,,,,,,,
850,Education,28/5/2016 17:51,28,5,2016,,,,,,,,,,,,,,
950,Agriculture,24/1/2017 8:28,24,1,2017,,,,,,,,,,,,,,
600,Retail,26/7/2017 13:01,26,7,2017,,,,,,,,,,,,,,
5425,Retail,17/2/2015 15:34,17,2,2015,,,,,,,,,,,,,,
1475,Clothing,11/7/2015 19:23,11,7,2015,,,,,,,,,,,,,,
2100,Retail,7/8/2013 8:12,7,8,2013,,,,,,,,,,,,,,
1050,Retail,28/8/2014 15:48,28,8,2014,,,,,,,,,,,,,,
525,Retail,23/12/2014 16:52,23,12,2014,,,,,,,,,,,,,,
725,Personal Use,21/4/2015 15:35,21,4,2015,,,,,,,,,,,,,,
1000,Personal Use,28/5/2015 22:30,28,5,2015,,,,,,,,,,,,,,
1500,Retail,23/12/2014 15:17,23,12,2014,,,,,,,,,,,,,,
1600,Services,4/6/2013 20:24,4,6,2013,,,,,,,,,,,,,,
750,Housing,13/6/2017 15:42,13,6,2017,,,,,,,,,,,,,,
1025,Housing,4/10/2016 14:26,4,10,2016,,,,,,,,,,,,,,
725,Agriculture,26/11/2014 12:08,26,11,2014,,,,,,,,,,,,,,
5000,Transportation,25/11/2013 11:27,25,11,2013,,,,,,,,,,,,,,
800,Clothing,23/4/2014 16:39,23,4,2014,,,,,,,,,,,,,,
1450,Retail,23/12/2015 13:22,23,12,2015,,,,,,,,,,,,,,
4700,Food,7/1/2017 9:02,7,1,2017,,,,,,,,,,,,,,
3300,Agriculture,20/6/2013 18:55,20,6,2013,,,,,,,,,,,,,,
1375,Agriculture,5/7/2015 2:53,5,7,2015,,,,,,,,,,,,,,
775,Housing,3/4/2014 22:21,3,4,2014,,,,,,,,,,,,,,
1875,Food,12/10/2017 14:55,12,10,2017,,,,,,,,,,,,,,
1425,Agriculture,26/12/2016 8:38,26,12,2016,,,,,,,,,,,,,,
675,Housing,28/9/2013 16:26,28,9,2013,,,,,,,,,,,,,,
1000,Retail,26/6/2013 21:43,26,6,2013,,,,,,,,,,,,,,
850,Housing,7/7/2015 23:51,7,7,2015,,,,,,,,,,,,,,
1200,Clothing,6/1/2015 18:57,6,1,2015,,,,,,,,,,,,,,
450,Agriculture,14/10/2015 2:11,14,10,2015,,,,,,,,,,,,,,
1225,Housing,22/5/2013 20:00,22,5,2013,,,,,,,,,,,,,,
1200,Retail,11/11/2016 17:14,11,11,2016,,,,,,,,,,,,,,
1850,Retail,24/10/2016 14:22,24,10,2016,,,,,,,,,,,,,,
3375,Agriculture,9/9/2016 0:54,9,9,2016,,,,,,,,,,,,,,
6875,Food,22/12/2016 15:21,22,12,2016,,,,,,,,,,,,,,
500,Transportation,13/6/2016 11:10,13,6,2016,,,,,,,,,,,,,,
1475,Agriculture,4/9/2014 11:26,4,9,2014,,,,,,,,,,,,,,
475,Retail,29/12/2014 22:48,29,12,2014,,,,,,,,,,,,,,
875,Housing,11/11/2014 11:57,11,11,2014,,,,,,,,,,,,,,
350,Retail,12/1/2015 8:58,12,1,2015,,,,,,,,,,,,,,
725,Agriculture,18/11/2016 11:52,18,11,2016,,,,,,,,,,,,,,
3000,Agriculture,10/12/2013 13:24,10,12,2013,,,,,,,,,,,,,,
1900,Services,20/5/2016 12:22,20,5,2016,,,,,,,,,,,,,,
300,Food,11/11/2017 11:52,11,11,2017,,,,,,,,,,,,,,
850,Agriculture,29/12/2014 3:31,29,12,2014,,,,,,,,,,,,,,
5150,Clothing,19/1/2015 16:04,19,1,2015,,,,,,,,,,,,,,
1275,Personal Use,8/1/2015 12:54,8,1,2015,,,,,,,,,,,,,,
3275,Services,12/9/2013 22:24,12,9,2013,,,,,,,,,,,,,,
4425,Education,6/2/2015 17:31,6,2,2015,,,,,,,,,,,,,,
500,Housing,4/7/2013 21:30,4,7,2013,,,,,,,,,,,,,,
1500,Clothing,14/5/2015 16:41,14,5,2015,,,,,,,,,,,,,,
1200,Agriculture,15/7/2013 17:13,15,7,2013,,,,,,,,,,,,,,
1500,Retail,28/12/2016 14:01,28,12,2016,,,,,,,,,,,,,,
900,Transportation,30/8/2016 11:57,30,8,2016,,,,,,,,,,,,,,
825,Food,2/5/2015 6:33,2,5,2015,,,,,,,,,,,,,,
2000,Agriculture,15/7/2013 12:04,15,7,2013,,,,,,,,,,,,,,
4900,Housing,30/5/2013 3:34,30,5,2013,,,,,,,,,,,,,,
850,Agriculture,16/4/2015 3:46,16,4,2015,,,,,,,,,,,,,,
1100,Agriculture,27/1/2016 6:15,27,1,2016,,,,,,,,,,,,,,
850,Personal Use,11/10/2013 10:03,11,10,2013,,,,,,,,,,,,,,
2825,Housing,13/6/2013 4:00,13,6,2013,,,,,,,,,,,,,,
575,Health,3/3/2016 3:19,3,3,2016,,,,,,,,,,,,,,
1775,Education,31/5/2016 8:16,31,5,2016,,,,,,,,,,,,,,
1200,Food,29/5/2015 15:08,29,5,2015,,,,,,,,,,,,,,
450,Food,1/7/2016 6:12,1,7,2016,,,,,,,,,,,,,,
325,Retail,6/7/2015 5:45,6,7,2015,,,,,,,,,,,,,,
1500,Agriculture,20/9/2013 17:34,20,9,2013,,,,,,,,,,,,,,
800,Agriculture,15/2/2016 22:45,15,2,2016,,,,,,,,,,,,,,
1500,Retail,26/5/2014 2:48,26,5,2014,,,,,,,,,,,,,,
400,Services,20/9/2016 11:26,20,9,2016,,,,,,,,,,,,,,
6000,Services,27/9/2013 12:16,27,9,2013,,,,,,,,,,,,,,
700,Clothing,16/12/2014 13:48,16,12,2014,,,,,,,,,,,,,,
1925,Retail,27/8/2014 12:49,27,8,2014,,,,,,,,,,,,,,
1300,Food,26/9/2015 1:00,26,9,2015,,,,,,,,,,,,,,
600,Food,8/11/2017 15:09,8,11,2017,,,,,,,,,,,,,,
650,Clothing,19/5/2016 4:13,19,5,2016,,,,,,,,,,,,,,
500,Agriculture,31/10/2017 13:46,31,10,2017,,,,,,,,,,,,,,
2000,Personal Use,4/5/2015 10:39,4,5,2015,,,,,,,,,,,,,,
3275,Agriculture,4/7/2013 15:53,4,7,2013,,,,,,,,,,,,,,
1200,Retail,25/7/2014 12:34,25,7,2014,,,,,,,,,,,,,,
1650,Food,16/7/2013 19:21,16,7,2013,,,,,,,,,,,,,,
1375,Agriculture,1/7/2015 13:09,1,7,2015,,,,,,,,,,,,,,
5450,Retail,28/5/2013 14:22,28,5,2013,,,,,,,,,,,,,,
2575,Agriculture,3/7/2013 8:34,3,7,2013,,,,,,,,,,,,,,
1300,Personal Use,2/9/2014 3:16,2,9,2014,,,,,,,,,,,,,,
1000,Retail,11/12/2017 16:35,11,12,2017,,,,,,,,,,,,,,
1050,Retail,25/7/2015 11:32,25,7,2015,,,,,,,,,,,,,,
1275,Transportation,21/11/2016 5:15,21,11,2016,,,,,,,,,,,,,,
1500,Agriculture,23/12/2015 9:10,23,12,2015,,,,,,,,,,,,,,
450,Retail,18/10/2014 5:58,18,10,2014,,,,,,,,,,,,,,
1300,Services,28/5/2015 21:28,28,5,2015,,,,,,,,,,,,,,
3000,Clothing,21/4/2015 9:10,21,4,2015,,,,,,,,,,,,,,
700,Retail,5/9/2014 7:25,5,9,2014,,,,,,,,,,,,,,
2825,Housing,30/7/2013 9:04,30,7,2013,,,,,,,,,,,,,,
1250,Retail,30/5/2014 16:30,30,5,2014,,,,,,,,,,,,,,
1025,Education,17/10/2017 5:10,17,10,2017,,,,,,,,,,,,,,
1450,Retail,29/1/2017 9:53,29,1,2017,,,,,,,,,,,,,,
550,Housing,5/9/2017 15:59,5,9,2017,,,,,,,,,,,,,,
1150,Services,29/9/2015 11:44,29,9,2015,,,,,,,,,,,,,,
700,Agriculture,7/3/2016 6:44,7,3,2016,,,,,,,,,,,,,,
750,Retail,20/7/2017 16:53,20,7,2017,,,,,,,,,,,,,,
1425,Agriculture,11/4/2016 6:39,11,4,2016,,,,,,,,,,,,,,
1675,Agriculture,30/7/2015 12:19,30,7,2015,,,,,,,,,,,,,,
3000,Services,27/9/2013 11:59,27,9,2013,,,,,,,,,,,,,,
2000,Agriculture,21/1/2014 13:35,21,1,2014,,,,,,,,,,,,,,
2400,Food,19/6/2013 7:23,19,6,2013,,,,,,,,,,,,,,
500,Housing,5/3/2015 18:20,5,3,2015,,,,,,,,,,,,,,
2000,Transportation,30/8/2013 11:26,30,8,2013,,,,,,,,,,,,,,
800,Services,1/7/2014 14:28,1,7,2014,,,,,,,,,,,,,,
10000,Services,17/9/2014 20:19,17,9,2014,,,,,,,,,,,,,,
800,Agriculture,2/12/2016 21:43,2,12,2016,,,,,,,,,,,,,,
9500,Retail,11/8/2017 11:39,11,8,2017,,,,,,,,,,,,,,
600,Housing,21/7/2014 6:39,21,7,2014,,,,,,,,,,,,,,
1450,Agriculture,4/11/2016 16:05,4,11,2016,,,,,,,,,,,,,,
800,Agriculture,28/4/2014 23:07,28,4,2014,,,,,,,,,,,,,,
1400,Construction,22/10/2014 21:09,22,10,2014,,,,,,,,,,,,,,
2850,Construction,24/6/2017 12:16,24,6,2017,,,,,,,,,,,,,,
2050,Agriculture,11/1/2017 9:48,11,1,2017,,,,,,,,,,,,,,
3100,Retail,18/6/2013 17:25,18,6,2013,,,,,,,,,,,,,,
1625,Food,9/8/2013 15:19,9,8,2013,,,,,,,,,,,,,,
4925,Housing,7/6/2013 1:39,7,6,2013,,,,,,,,,,,,,,
600,Food,29/5/2015 12:02,29,5,2015,,,,,,,,,,,,,,
4950,Housing,1/10/2013 2:49,1,10,2013,,,,,,,,,,,,,,
1500,Agriculture,22/5/2017 10:54,22,5,2017,,,,,,,,,,,,,,
600,Retail,30/6/2015 2:57,30,6,2015,,,,,,,,,,,,,,
2425,Construction,6/12/2013 8:57,6,12,2013,,,,,,,,,,,,,,
1000,Housing,28/1/2016 16:02,28,1,2016,,,,,,,,,,,,,,
1000,Retail,30/6/2016 18:28,30,6,2016,,,,,,,,,,,,,,
1650,Agriculture,29/6/2015 5:00,29,6,2015,,,,,,,,,,,,,,
600,Retail,27/12/2014 20:29,27,12,2014,,,,,,,,,,,,,,
1100,Retail,25/7/2014 12:35,25,7,2014,,,,,,,,,,,,,,
625,Food,11/8/2017 14:46,11,8,2017,,,,,,,,,,,,,,
1000,Housing,25/5/2015 17:49,25,5,2015,,,,,,,,,,,,,,
950,Retail,26/5/2017 10:41,26,5,2017,,,,,,,,,,,,,,
1075,Personal Use,6/6/2014 15:06,6,6,2014,,,,,,,,,,,,,,
1400,Food,2/10/2016 13:00,2,10,2016,,,,,,,,,,,,,,
3675,Services,17/11/2017 13:40,17,11,2017,,,,,,,,,,,,,,
500,Retail,11/12/2017 15:51,11,12,2017,,,,,,,,,,,,,,
775,Food,4/10/2016 12:00,4,10,2016,,,,,,,,,,,,,,
375,Retail,28/9/2016 5:39,28,9,2016,,,,,,,,,,,,,,
2225,Food,3/11/2016 8:55,3,11,2016,,,,,,,,,,,,,,
4900,Food,12/5/2014 17:04,12,5,2014,,,,,,,,,,,,,,
1400,Clothing,5/4/2014 16:59,5,4,2014,,,,,,,,,,,,,,
1750,Food,18/10/2017 6:37,18,10,2017,,,,,,,,,,,,,,
2975,Retail,5/7/2013 22:50,5,7,2013,,,,,,,,,,,,,,
1625,Services,7/11/2016 13:05,7,11,2016,,,,,,,,,,,,,,
1450,Retail,15/4/2015 12:02,15,4,2015,,,,,,,,,,,,,,
1325,Food,5/10/2017 13:34,5,10,2017,,,,,,,,,,,,,,
675,Transportation,15/9/2015 12:19,15,9,2015,,,,,,,,,,,,,,
550,Agriculture,5/1/2017 11:38,5,1,2017,,,,,,,,,,,,,,
675,Food,27/9/2016 15:32,27,9,2016,,,,,,,,,,,,,,
700,Agriculture,8/8/2016 19:35,8,8,2016,,,,,,,,,,,,,,
875,Food,13/10/2016 13:20,13,10,2016,,,,,,,,,,,,,,
1100,Agriculture,8/7/2015 22:04,8,7,2015,,,,,,,,,,,,,,
475,Housing,11/9/2014 11:35,11,9,2014,,,,,,,,,,,,,,
1025,Services,31/7/2017 8:59,31,7,2017,,,,,,,,,,,,,,
825,Retail,25/5/2016 21:13,25,5,2016,,,,,,,,,,,,,,
1725,Agriculture,14/10/2015 12:52,14,10,2015,,,,,,,,,,,,,,
1650,Agriculture,5/12/2017 8:48,5,12,2017,,,,,,,,,,,,,,
1075,Transportation,19/9/2013 10:32,19,9,2013,,,,,,,,,,,,,,
1500,Personal Use,3/10/2013 9:06,3,10,2013,,,,,,,,,,,,,,
3550,Agriculture,9/1/2017 14:33,9,1,2017,,,,,,,,,,,,,,
1075,Retail,9/12/2016 20:59,9,12,2016,,,,,,,,,,,,,,
1900,Services,20/12/2013 13:38,20,12,2013,,,,,,,,,,,,,,
4975,Services,8/10/2015 14:29,8,10,2015,,,,,,,,,,,,,,
2575,Agriculture,29/9/2013 7:05,29,9,2013,,,,,,,,,,,,,,
3000,Food,1/10/2013 11:10,1,10,2013,,,,,,,,,,,,,,
750,Food,28/10/2014 19:42,28,10,2014,,,,,,,,,,,,,,
1025,Retail,21/12/2016 14:51,21,12,2016,,,,,,,,,,,,,,
3100,Housing,30/9/2013 8:09,30,9,2013,,,,,,,,,,,,,,
1500,Housing,5/9/2013 13:50,5,9,2013,,,,,,,,,,,,,,
2475,Agriculture,13/8/2014 5:56,13,8,2014,,,,,,,,,,,,,,
1000,Services,1/7/2013 20:56,1,7,2013,,,,,,,,,,,,,,
875,Retail,7/12/2015 7:59,7,12,2015,,,,,,,,,,,,,,
2075,Agriculture,6/11/2014 7:34,6,11,2014,,,,,,,,,,,,,,
1150,Services,4/2/2016 6:28,4,2,2016,,,,,,,,,,,,,,
3000,Food,6/9/2013 14:15,6,9,2013,,,,,,,,,,,,,,
2350,Housing,29/9/2016 6:55,29,9,2016,,,,,,,,,,,,,,
1000,Housing,26/7/2014 17:41,26,7,2014,,,,,,,,,,,,,,
750,Food,14/9/2017 7:26,14,9,2017,,,,,,,,,,,,,,
1575,Agriculture,28/6/2017 12:02,28,6,2017,,,,,,,,,,,,,,
500,Retail,26/5/2016 10:25,26,5,2016,,,,,,,,,,,,,,
5450,Entertainment,17/5/2013 15:13,17,5,2013,,,,,,,,,,,,,,
800,Housing,27/8/2014 17:05,27,8,2014,,,,,,,,,,,,,,
600,Retail,27/6/2016 8:20,27,6,2016,,,,,,,,,,,,,,
500,Housing,29/8/2014 22:05,29,8,2014,,,,,,,,,,,,,,
1000,Food,12/5/2016 20:44,12,5,2016,,,,,,,,,,,,,,
950,Agriculture,18/6/2015 6:19,18,6,2015,,,,,,,,,,,,,,
2100,Agriculture,18/7/2017 7:22,18,7,2017,,,,,,,,,,,,,,
1275,Clothing,24/11/2016 20:48,24,11,2016,,,,,,,,,,,,,,
1000,Retail,24/11/2015 4:07,24,11,2015,,,,,,,,,,,,,,
1600,Agriculture,30/6/2014 21:27,30,6,2014,,,,,,,,,,,,,,
4175,Agriculture,3/1/2017 17:12,3,1,2017,,,,,,,,,,,,,,
1150,Retail,30/8/2014 12:06,30,8,2014,,,,,,,,,,,,,,
1100,Agriculture,28/5/2017 4:54,28,5,2017,,,,,,,,,,,,,,
1375,Housing,10/5/2016 4:15,10,5,2016,,,,,,,,,,,,,,
725,Agriculture,25/1/2017 9:13,25,1,2017,,,,,,,,,,,,,,
1500,Personal Use,26/9/2016 7:26,26,9,2016,,,,,,,,,,,,,,
500,Retail,28/6/2016 6:14,28,6,2016,,,,,,,,,,,,,,
2200,Housing,13/8/2013 10:28,13,8,2013,,,,,,,,,,,,,,
1725,Retail,23/9/2016 16:27,23,9,2016,,,,,,,,,,,,,,
1500,Services,6/12/2017 17:33,6,12,2017,,,,,,,,,,,,,,
2500,Personal Use,25/9/2013 3:35,25,9,2013,,,,,,,,,,,,,,
1000,Personal Use,3/8/2015 4:13,3,8,2015,,,,,,,,,,,,,,
1075,Agriculture,27/11/2014 7:50,27,11,2014,,,,,,,,,,,,,,
1000,Food,28/9/2015 20:02,28,9,2015,,,,,,,,,,,,,,
1025,Services,12/9/2014 19:29,12,9,2014,,,,,,,,,,,,,,
2400,Food,13/12/2014 8:57,13,12,2014,,,,,,,,,,,,,,
6350,Food,17/11/2017 13:30,17,11,2017,,,,,,,,,,,,,,
500,Food,3/9/2014 11:14,3,9,2014,,,,,,,,,,,,,,
500,Food,6/5/2016 5:56,6,5,2016,,,,,,,,,,,,,,
1300,Food,28/7/2014 21:16,28,7,2014,,,,,,,,,,,,,,
800,Retail,14/5/2015 17:47,14,5,2015,,,,,,,,,,,,,,
1450,Retail,31/10/2017 8:12,31,10,2017,,,,,,,,,,,,,,
2475,Housing,1/10/2013 1:36,1,10,2013,,,,,,,,,,,,,,
925,Retail,20/9/2017 11:16,20,9,2017,,,,,,,,,,,,,,
1600,Agriculture,30/9/2015 18:17,30,9,2015,,,,,,,,,,,,,,
1500,Retail,5/10/2016 16:28,5,10,2016,,,,,,,,,,,,,,
3800,Food,30/5/2017 13:09,30,5,2017,,,,,,,,,,,,,,
450,Housing,6/6/2016 2:04,6,6,2016,,,,,,,,,,,,,,
475,Personal Use,6/10/2014 20:13,6,10,2014,,,,,,,,,,,,,,
2950,Agriculture,18/9/2013 6:34,18,9,2013,,,,,,,,,,,,,,
550,Agriculture,5/9/2015 7:52,5,9,2015,,,,,,,,,,,,,,
1000,Personal Use,26/8/2014 17:48,26,8,2014,,,,,,,,,,,,,,
800,Retail,22/5/2014 20:51,22,5,2014,,,,,,,,,,,,,,
1075,Retail,30/7/2013 0:26,30,7,2013,,,,,,,,,,,,,,
650,Services,19/12/2014 20:52,19,12,2014,,,,,,,,,,,,,,
2600,Retail,5/7/2013 3:35,5,7,2013,,,,,,,,,,,,,,
900,Food,30/7/2013 10:21,30,7,2013,,,,,,,,,,,,,,
2000,Health,16/9/2016 11:01,16,9,2016,,,,,,,,,,,,,,
1225,Retail,23/5/2013 7:18,23,5,2013,,,,,,,,,,,,,,
2075,Agriculture,11/2/2014 6:33,11,2,2014,,,,,,,,,,,,,,
875,Food,9/5/2016 15:23,9,5,2016,,,,,,,,,,,,,,
2675,Agriculture,20/3/2017 6:26,20,3,2017,,,,,,,,,,,,,,
1500,Transportation,25/12/2013 7:22,25,12,2013,,,,,,,,,,,,,,
1625,Food,20/10/2016 15:54,20,10,2016,,,,,,,,,,,,,,
1575,Clothing,15/12/2013 21:15,15,12,2013,,,,,,,,,,,,,,
500,Food,22/9/2017 12:23,22,9,2017,,,,,,,,,,,,,,
1275,Clothing,25/4/2014 10:01,25,4,2014,,,,,,,,,,,,,,
3075,Housing,4/10/2013 1:45,4,10,2013,,,,,,,,,,,,,,
1000,Retail,29/11/2017 16:24,29,11,2017,,,,,,,,,,,,,,
3950,Retail,12/5/2017 15:26,12,5,2017,,,,,,,,,,,,,,
900,Retail,3/6/2014 21:55,3,6,2014,,,,,,,,,,,,,,
1000,Housing,2/1/2015 20:18,2,1,2015,,,,,,,,,,,,,,
1000,Agriculture,10/8/2016 21:33,10,8,2016,,,,,,,,,,,,,,
650,Agriculture,4/3/2016 21:15,4,3,2016,,,,,,,,,,,,,,
1075,Agriculture,21/4/2015 12:17,21,4,2015,,,,,,,,,,,,,,
1550,Clothing,14/5/2014 5:43,14,5,2014,,,,,,,,,,,,,,
1500,Food,30/5/2017 6:52,30,5,2017,,,,,,,,,,,,,,
1050,Health,24/7/2017 10:26,24,7,2017,,,,,,,,,,,,,,
1625,Agriculture,25/5/2017 3:13,25,5,2017,,,,,,,,,,,,,,
600,Food,5/7/2013 8:44,5,7,2013,,,,,,,,,,,,,,
500,Agriculture,20/9/2016 18:05,20,9,2016,,,,,,,,,,,,,,
1525,Agriculture,1/10/2014 6:35,1,10,2014,,,,,,,,,,,,,,
600,Services,31/8/2016 8:16,31,8,2016,,,,,,,,,,,,,,
5000,Housing,21/11/2013 12:04,21,11,2013,,,,,,,,,,,,,,
1475,Agriculture,16/6/2017 1:24,16,6,2017,,,,,,,,,,,,,,
1500,Retail,11/10/2013 15:38,11,10,2013,,,,,,,,,,,,,,
1475,Agriculture,24/6/2016 6:28,24,6,2016,,,,,,,,,,,,,,
1100,Housing,28/2/2014 17:53,28,2,2014,,,,,,,,,,,,,,
875,Agriculture,3/6/2017 16:13,3,6,2017,,,,,,,,,,,,,,
1075,Food,9/8/2013 19:59,9,8,2013,,,,,,,,,,,,,,
575,Retail,28/7/2016 12:00,28,7,2016,,,,,,,,,,,,,,
1000,Health,2/12/2017 0:26,2,12,2017,,,,,,,,,,,,,,
1500,Education,3/9/2015 8:55,3,9,2015,,,,,,,,,,,,,,
3000,Food,23/12/2013 9:38,23,12,2013,,,,,,,,,,,,,,
1000,Agriculture,1/6/2015 23:30,1,6,2015,,,,,,,,,,,,,,
400,Food,4/11/2016 8:33,4,11,2016,,,,,,,,,,,,,,
1100,Retail,16/12/2014 9:18,16,12,2014,,,,,,,,,,,,,,
1900,Transportation,2/6/2015 1:25,2,6,2015,,,,,,,,,,,,,,
1400,Retail,19/12/2014 18:58,19,12,2014,,,,,,,,,,,,,,
400,Food,4/12/2017 12:27,4,12,2017,,,,,,,,,,,,,,
500,Food,25/7/2016 9:39,25,7,2016,,,,,,,,,,,,,,
1600,Agriculture,5/10/2015 7:51,5,10,2015,,,,,,,,,,,,,,
750,Retail,3/9/2014 16:04,3,9,2014,,,,,,,,,,,,,,
4500,Food,15/8/2013 11:59,15,8,2013,,,,,,,,,,,,,,
600,Housing,30/6/2014 20:34,30,6,2014,,,,,,,,,,,,,,
475,Food,3/11/2017 9:55,3,11,2017,,,,,,,,,,,,,,
2750,Services,2/10/2014 21:12,2,10,2014,,,,,,,,,,,,,,
650,Clothing,24/5/2013 21:57,24,5,2013,,,,,,,,,,,,,,
300,Agriculture,30/6/2016 9:41,30,6,2016,,,,,,,,,,,,,,
1650,Food,27/4/2015 14:51,27,4,2015,,,,,,,,,,,,,,
825,Agriculture,24/8/2017 10:42,24,8,2017,,,,,,,,,,,,,,
750,Health,5/11/2015 10:27,5,11,2015,,,,,,,,,,,,,,
1475,Agriculture,6/6/2015 5:10,6,6,2015,,,,,,,,,,,,,,
2500,Clothing,25/7/2013 23:27,25,7,2013,,,,,,,,,,,,,,
1550,Agriculture,12/6/2017 9:55,12,6,2017,,,,,,,,,,,,,,
1175,Agriculture,27/8/2014 17:16,27,8,2014,,,,,,,,,,,,,,
2050,Services,18/6/2015 15:37,18,6,2015,,,,,,,,,,,,,,
1300,Agriculture,19/12/2013 19:05,19,12,2013,,,,,,,,,,,,,,
3000,Agriculture,26/6/2013 13:56,26,6,2013,,,,,,,,,,,,,,
975,Agriculture,4/8/2014 8:03,4,8,2014,,,,,,,,,,,,,,
1075,Transportation,28/6/2013 10:40,28,6,2013,,,,,,,,,,,,,,
1300,Retail,5/2/2016 21:36,5,2,2016,,,,,,,,,,,,,,
1300,Housing,30/7/2013 23:59,30,7,2013,,,,,,,,,,,,,,
1025,Agriculture,8/4/2015 10:18,8,4,2015,,,,,,,,,,,,,,
2725,Retail,14/9/2017 11:27,14,9,2017,,,,,,,,,,,,,,
1000,Agriculture,31/7/2013 7:47,31,7,2013,,,,,,,,,,,,,,
700,Agriculture,12/7/2017 15:04,12,7,2017,,,,,,,,,,,,,,
1850,Education,4/9/2014 9:33,4,9,2014,,,,,,,,,,,,,,
3725,Retail,5/9/2013 7:05,5,9,2013,,,,,,,,,,,,,,
1700,Transportation,13/6/2016 13:03,13,6,2016,,,,,,,,,,,,,,
750,Transportation,29/9/2015 17:10,29,9,2015,,,,,,,,,,,,,,
2500,Retail,26/8/2013 11:14,26,8,2013,,,,,,,,,,,,,,
2500,Personal Use,4/12/2013 7:41,4,12,2013,,,,,,,,,,,,,,
975,Transportation,20/1/2016 8:02,20,1,2016,,,,,,,,,,,,,,
500,Housing,29/12/2014 17:28,29,12,2014,,,,,,,,,,,,,,
700,Food,23/5/2017 9:34,23,5,2017,,,,,,,,,,,,,,
1450,Food,15/7/2015 13:46,15,7,2015,,,,,,,,,,,,,,
1125,Food,19/5/2016 18:29,19,5,2016,,,,,,,,,,,,,,
900,Retail,13/10/2017 17:17,13,10,2017,,,,,,,,,,,,,,
750,Clothing,26/12/2013 12:30,26,12,2013,,,,,,,,,,,,,,
2500,Education,20/10/2016 8:01,20,10,2016,,,,,,,,,,,,,,
950,Clothing,7/12/2017 6:16,7,12,2017,,,,,,,,,,,,,,
2075,Agriculture,8/7/2013 2:54,8,7,2013,,,,,,,,,,,,,,
575,Transportation,29/9/2015 6:41,29,9,2015,,,,,,,,,,,,,,
2025,Food,3/10/2016 8:51,3,10,2016,,,,,,,,,,,,,,
1600,Agriculture,27/5/2015 15:49,27,5,2015,,,,,,,,,,,,,,
1000,Housing,23/10/2016 7:09,23,10,2016,,,,,,,,,,,,,,
850,Housing,2/10/2015 16:07,2,10,2015,,,,,,,,,,,,,,
4500,Food,22/12/2014 17:04,22,12,2014,,,,,,,,,,,,,,
1600,Agriculture,11/6/2015 14:05,11,6,2015,,,,,,,,,,,,,,
1450,Retail,10/10/2017 9:07,10,10,2017,,,,,,,,,,,,,,
1675,Services,20/5/2015 10:53,20,5,2015,,,,,,,,,,,,,,
1175,Clothing,9/9/2014 11:41,9,9,2014,,,,,,,,,,,,,,
850,Food,27/12/2016 13:57,27,12,2016,,,,,,,,,,,,,,
850,Housing,5/7/2017 8:52,5,7,2017,,,,,,,,,,,,,,
775,Food,20/7/2016 5:57,20,7,2016,,,,,,,,,,,,,,
975,Retail,20/9/2013 8:37,20,9,2013,,,,,,,,,,,,,,
1000,Retail,20/7/2015 20:17,20,7,2015,,,,,,,,,,,,,,
3000,Housing,24/11/2013 11:11,24,11,2013,,,,,,,,,,,,,,
2200,Food,18/10/2017 8:13,18,10,2017,,,,,,,,,,,,,,
500,Housing,6/6/2016 0:57,6,6,2016,,,,,,,,,,,,,,
