x,y,value
Piano Bars,Brazilian,0.0339828270416043
Brazilian,Piano Bars,0.0339828270416043
Filipino,Mediterranean,0.0334594212326856
Mediterranean,Filipino,0.0334594212326856
Cuban,Ethnic Food,0.0333333275908322
Ethnic Food,Cuban,0.0333333275908322
Laotian,Delis,0.0333280436320509
Delis,Laotian,0.0333280436320509
Bangladeshi,Delis,0.0330822532921983
Delis,Bangladeshi,0.0330822532921983
Cambodian,Pizza,0.0324887451908405
Pizza,Cambodian,0.0324887451908405
Persian/Iranian,Indonesian,0.0321056760967103
Indonesian,Persian/Iranian,0.0321056760967103
Taiwanese,Piano Bars,0.0320010609486229
Piano Bars,Taiwanese,0.0320010609486229
Brazilian,Bangladeshi,0.0319111120328976
Bangladeshi,Brazilian,0.0319111120328976
Patisserie/Cake Shop,Brazilian,0.0317652222832428
Brazilian,Patisserie/Cake Shop,0.0317652222832428
Filipino,Wine Bars,0.0316440243808717
Wine Bars,Filipino,0.0316440243808717
Cheese Shops,Filipino,0.0313300877604957
Filipino,Cheese Shops,0.0313300877604957
Latin American,Egyptian,0.0309847125008548
Egyptian,Latin American,0.0309847125008548
Laotian,Filipino,0.0305065351200693
Filipino,Laotian,0.0305065351200693
Beer Bar,Egyptian,0.0303118004447088
Egyptian,Beer Bar,0.0303118004447088
Shaved Ice,Brazilian,0.0293667758394034
Brazilian,Shaved Ice,0.0293667758394034
Arabian,Cambodian,0.0293587256614824
Cambodian,Arabian,0.0293587256614824
Cafes,Latin American,0.0292398462185253
Latin American,Cafes,0.0292398462185253
Delis,Spanish,0.0289665836141525
Spanish,Delis,0.0289665836141525
Food Court,Taiwanese,0.028859904865827
Taiwanese,Food Court,0.028859904865827
Laotian,Egyptian,0.0288426499552041
Egyptian,Laotian,0.0288426499552041
Caribbean,Mediterranean,0.0286250240130458
Mediterranean,Caribbean,0.0286250240130458
Cupcakes,Caribbean,0.0286104226907488
Caribbean,Cupcakes,0.0286104226907488
Bangladeshi,Gelato,0.028599476145797
Gelato,Bangladeshi,0.028599476145797
Breweries,Brazilian,0.0276518207568474
Brazilian,Breweries,0.0276518207568474
Salad,Middle Eastern,0.0275397449355556
Middle Eastern,Salad,0.0275397449355556
Latin American,Cambodian,0.0274810688567611
Cambodian,Latin American,0.0274810688567611
Filipino,Cuban,0.0266363861464104
Cuban,Filipino,0.0266363861464104
Bangladeshi,Latin American,0.025434346372842
Latin American,Bangladeshi,0.025434346372842
Filipino,Spanish,0.0254016335271344
Spanish,Filipino,0.0254016335271344
Italian,Bangladeshi,0.0253726801329396
Bangladeshi,Italian,0.0253726801329396
Cambodian,Fast Food,0.0250155940747279
Fast Food,Cambodian,0.0250155940747279
Shanghainese,Cuban,0.02407708101466
Cuban,Shanghainese,0.02407708101466
Arabian,Latin American,0.0236701087747235
Latin American,Arabian,0.0236701087747235
Latin American,Breweries,0.0235639544695001
Breweries,Latin American,0.0235639544695001
Ethnic Food,Middle Eastern,0.0227720757782292
Middle Eastern,Ethnic Food,0.0227720757782292
Brazilian,Cantonese,0.0227651820056663
Cantonese,Brazilian,0.0227651820056663
Laotian,Sushi Bars,0.0225628369714592
Sushi Bars,Laotian,0.0225628369714592
Shanghainese,Ukrainian,0.0222902161612264
Ukrainian,Shanghainese,0.0222902161612264
Cantonese,Egyptian,0.0222495875349837
Egyptian,Cantonese,0.0222495875349837
Egyptian,Patisserie/Cake Shop,0.0222233530967133
Patisserie/Cake Shop,Egyptian,0.0222233530967133
Arabian,Laotian,0.0213838353134183
Laotian,Arabian,0.0213838353134183
Ethnic Food,Laotian,0.0210167899777689
Laotian,Ethnic Food,0.0210167899777689
Hot Pot,Laotian,0.020369115705951
Laotian,Hot Pot,0.020369115705951
Cantonese,Caribbean,0.0199618537754632
Caribbean,Cantonese,0.0199618537754632
Caribbean,Desserts,0.0197519346774699
Desserts,Caribbean,0.0197519346774699
Wine Bars,Caribbean,0.0194459471522238
Caribbean,Wine Bars,0.0194459471522238
Middle Eastern,Patisserie/Cake Shop,0.0187443988045698
Patisserie/Cake Shop,Middle Eastern,0.0187443988045698
Piano Bars,Cuban,0.0186545331726045
Cuban,Piano Bars,0.0186545331726045
Dominican,Mediterranean,0.0182709572635303
Mediterranean,Dominican,0.0182709572635303
Spanish,Bangladeshi,0.0182042338940995
Bangladeshi,Spanish,0.0182042338940995
Taiwanese,Middle Eastern,0.01802219433467
Middle Eastern,Taiwanese,0.01802219433467
Cuban,Laotian,0.0179240125341749
Laotian,Cuban,0.0179240125341749
Filipino,Caribbean,0.0172120592517624
Caribbean,Filipino,0.0172120592517624
Gelato,Laotian,0.0165670397185964
Laotian,Gelato,0.0165670397185964
Ukrainian,Fast Food,0.0163024840217019
Fast Food,Ukrainian,0.0163024840217019
Ukrainian,Dominican,0.015484156758377
Dominican,Ukrainian,0.015484156758377
Dominican,Food Delivery Services,0.0151050218747765
Food Delivery Services,Dominican,0.0151050218747765
Filipino,Patisserie/Cake Shop,0.0149667204731877
Patisserie/Cake Shop,Filipino,0.0149667204731877
Cantonese,Shanghainese,0.0137563936518014
Shanghainese,Cantonese,0.0137563936518014
Taiwanese,Caribbean,0.0136587001888058
Caribbean,Taiwanese,0.0136587001888058
Caribbean,Dominican,0.013058452137042
Dominican,Caribbean,0.013058452137042
Ukrainian,Filipino,0.0130089895692889
Filipino,Ukrainian,0.0130089895692889
Delis,Cuban,0.012606065373768
Cuban,Delis,0.012606065373768
Ukrainian,Breweries,0.0124564350002317
Breweries,Ukrainian,0.0124564350002317
Pubs,Shanghainese,0.0120856104468997
Shanghainese,Pubs,0.0120856104468997
Caribbean,Indonesian,0.011804777181615
Indonesian,Caribbean,0.011804777181615
Persian/Iranian,Middle Eastern,0.0112048872184699
Middle Eastern,Persian/Iranian,0.0112048872184699
Egyptian,Spanish,0.010019757573452
Spanish,Egyptian,0.010019757573452
Shanghainese,Sushi Bars,0.00970998698633041
Sushi Bars,Shanghainese,0.00970998698633041
Cupcakes,Brazilian,0.0090374951446627
Brazilian,Cupcakes,0.0090374951446627
Shanghainese,Meat Shops,0.00875507901611931
Meat Shops,Shanghainese,0.00875507901611931
Cupcakes,Shanghainese,0.00850659450444187
Shanghainese,Cupcakes,0.00850659450444187
Spanish,Thai,0.0084804508976726
Thai,Spanish,0.0084804508976726
Shaved Ice,Spanish,0.00842669542741855
Spanish,Shaved Ice,0.00842669542741855
Indonesian,Shaved Ice,0.00815491816172224
Shaved Ice,Indonesian,0.00815491816172224
Dominican,Specialty Food,0.00761641785345004
Specialty Food,Dominican,0.00761641785345004
Pizza,Caribbean,0.00754497210919932
Caribbean,Pizza,0.00754497210919932
Dominican,Beer Bar,0.00712963603671596
Beer Bar,Dominican,0.00712963603671596
Cafes,Middle Eastern,0.00691216845899427
Middle Eastern,Cafes,0.00691216845899427
Cambodian,Gelato,0.00650288240079995
Gelato,Cambodian,0.00650288240079995
Egyptian,Taiwanese,0.0064585387741656
Taiwanese,Egyptian,0.0064585387741656
Shaved Ice,Ukrainian,0.00617058772820807
Ukrainian,Shaved Ice,0.00617058772820807
Shanghainese,Falafel,0.00552672098746556
Falafel,Shanghainese,0.00552672098746556
Laotian,Shanghainese,0.00540165495014026
Shanghainese,Laotian,0.00540165495014026
Arabian,Middle Eastern,0.00522877270678475
Middle Eastern,Arabian,0.00522877270678475
Wine Bars,Middle Eastern,0.0049703463832582
Middle Eastern,Wine Bars,0.0049703463832582
Dominican,Sushi Bars,0.00432818339642081
Sushi Bars,Dominican,0.00432818339642081
Dominican,Desserts,0.00422366639528745
Desserts,Dominican,0.00422366639528745
Spanish,Breweries,0.0037629936420277
Breweries,Spanish,0.0037629936420277
Filipino,Ethnic Food,0.00287407871723209
Ethnic Food,Filipino,0.00287407871723209
Filipino,Food Court,0.00220067710094483
Food Court,Filipino,0.00220067710094483
Caribbean,Cuban,0.00211927001558704
Cuban,Caribbean,0.00211927001558704
Shanghainese,Persian/Iranian,0.00141794942050832
Persian/Iranian,Shanghainese,0.00141794942050832
Bangladeshi,Pizza,0.00135299509832587
Pizza,Bangladeshi,0.00135299509832587
Bangladeshi,Salad,0.000886378700822791
Salad,Bangladeshi,0.000886378700822791
Bangladeshi,Persian/Iranian,0.00064152737723668
Persian/Iranian,Bangladeshi,0.00064152737723668
Middle Eastern,Beer Bar,0.000207899405636406
Beer Bar,Middle Eastern,0.000207899405636406
