Account,Owner,City,State,Product,Product Family,Stage,Pipeline Amount,Source,Contract Amount,Stage Date/Close Date,Close Month,Close Quarter
Gleason LLC,J. Coltrane,Kansas City,MO,Phone-3,Phone,2-Needs Analysis,482411,Advertisement,,11/13/16,11,4
Gleason LLC,J. Coltrane,Atlanta,GA,Laptop-13,Laptop,4-Negotiation,109290,Trade Show,,11/7/16,11,4
Gleason LLC,J. Coltrane,Charlotte,NC,Laptop-17,Laptop,1-Prospect,410467,Referral,,3/5/16,3,1
Gleason LLC,J. Coltrane,Homestead,FL,Laptop-17,Laptop,2-Needs Analysis,106746,Referral,,3/8/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,424965,Trade Show,,5/29/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,16555,Referral,,12/6/16,12,4
Gleason LLC,J. Coltrane,Amarillo,TX,Laptop-15,Laptop,1-Prospect,216522,Referral,,10/2/16,10,4
Gleason LLC,J. Coltrane,Huntington,WV,Tablet-8,Tablet,1-Prospect,428784,Trade Show,,1/3/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,151695,Web,,3/7/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Phone-3,Phone,5-Closed Won,-208331,Web,262169,8/3/16,8,3
Gleason LLC,J. Coltrane,Gadsden,AL,Laptop-17,Laptop,1-Prospect,81787,Referral,,10/22/16,10,4
Gleason LLC,J. Coltrane,Dayton,OH,Laptop-15,Laptop,4-Negotiation,218877,Trade Show,,6/3/16,6,2
Gleason LLC,J. Coltrane,Houston,TX,Laptop-13,Laptop,1-Prospect,142193,Web,,6/26/16,6,2
Zieme Inc,D. Gillespie,Saint Cloud,MN,Laptop-15,Laptop,Closed Lost,-21846,Referral,,2/17/16,2,1
Gleason LLC,J. Coltrane,Fort Lauderdale,FL,Laptop-17,Laptop,1-Prospect,65157,Web,,8/20/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,269077,Referral,,3/16/16,3,1
Gleason LLC,J. Coltrane,Newton,MA,Laptop-17,Laptop,1-Prospect,468093,Trade Show,,6/12/16,6,2
Zieme Inc,D. Gillespie,Dallas,TX,Laptop-13,Laptop,2-Needs Analysis,292595,Partner,,9/15/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,209580,Web,,7/18/16,7,3
Dooley Group,J. Coltrane,Chicago,IL,Tablet-10,Tablet,1-Prospect,395241,Referral,,5/26/16,5,2
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,4-Negotiation,163661,Web,,10/13/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,2-Needs Analysis,343126,Referral,,3/19/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,113468,Web,,3/15/16,3,1
Gleason LLC,J. Coltrane,Charlotte,NC,Tablet-10,Tablet,4-Negotiation,40805,Trade Show,,5/29/16,5,2
Gleason LLC,J. Coltrane,Tucson,AZ,Tablet-10,Tablet,2-Needs Analysis,377095,Referral,,6/22/16,6,2
Gleason LLC,J. Coltrane,Roanoke,VA,Laptop-15,Laptop,2-Needs Analysis,319773,Referral,,11/16/16,11,4
Gleason LLC,J. Coltrane,Raleigh,NC,Tablet-10,Tablet,1-Prospect,403400,Trade Show,,10/9/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,4-Negotiation,184856,Trade Show,,5/5/16,5,2
Gleason LLC,J. Coltrane,Athens,GA,Laptop-17,Laptop,1-Prospect,27359,Referral,,11/1/16,11,4
Gleason LLC,J. Coltrane,Bradenton,FL,Laptop-15,Laptop,1-Prospect,462952,Web,,1/8/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,166261,Referral,,12/3/16,12,4
Zieme Inc,D. Gillespie,Dallas,TX,Laptop-17,Laptop,1-Prospect,360070,Web,,4/18/16,4,2
Gleason LLC,J. Coltrane,Roanoke,VA,Laptop-17,Laptop,3-Proposal,172808,Referral,,6/22/16,6,2
Gleason LLC,J. Coltrane,Durham,NC,Laptop-17,Laptop,2-Needs Analysis,32704,Referral,,8/10/16,8,3
Gleason LLC,J. Coltrane,Rochester,NY,Laptop-15,Laptop,1-Prospect,67408,Web,,11/29/16,11,4
Gleason LLC,J. Coltrane,Columbus,OH,Laptop-17,Laptop,1-Prospect,498807,Referral,,7/14/16,7,3
Gleason LLC,J. Coltrane,Lansing,MI,Laptop-17,Laptop,1-Prospect,196390,Referral,,2/19/16,2,1
Gleason LLC,J. Coltrane,Saint Petersburg,FL,Laptop-17,Laptop,1-Prospect,177847,Web,,8/19/16,8,3
Gleason LLC,J. Coltrane,Melbourne,FL,Laptop-13,Laptop,1-Prospect,386258,Partner,,3/11/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,4-Negotiation,309111,Referral,,11/21/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Phone-1,Phone,1-Prospect,59897,Web,,5/19/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,4-Negotiation,328816,Web,,3/25/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,32415,Referral,,8/4/16,8,3
Gleason LLC,J. Coltrane,Greensboro,NC,Tablet-10,Tablet,2-Needs Analysis,29950,Trade Show,,2/7/16,2,1
Gleason LLC,J. Coltrane,New York City,NY,Laptop-13,Laptop,1-Prospect,17290,Web,,12/11/16,12,4
Gleason LLC,J. Coltrane,Houston,TX,Laptop-17,Laptop,1-Prospect,180941,Referral,,2/25/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,134859,Referral,,11/14/16,11,4
Gleason LLC,J. Coltrane,Madison,WI,Laptop-15,Laptop,Closed Lost,-201592,Web,,10/5/16,10,4
Crona and Sons,B. Goodman,Bakersfield,CA,Laptop-17,Laptop,1-Prospect,451652,Referral,,10/8/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,97306,Referral,,9/23/16,9,3
Gleason LLC,J. Coltrane,Young America,MN,Tablet-10,Tablet,4-Negotiation,417964,Web,,2/11/16,2,1
Valenzuela Inc,B. Holiday,Miami,FL,Tablet-10,Tablet,2-Needs Analysis,128738,Trade Show,,8/14/16,8,3
Gleason LLC,J. Coltrane,Daytona Beach,FL,Laptop-13,Laptop,1-Prospect,429223,Referral,,10/16/16,10,4
Gleason LLC,J. Coltrane,Jeffersonville,IN,Tablet-10,Tablet,2-Needs Analysis,40357,Referral,,4/19/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,309632,Advertisement,,10/15/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,300985,Trade Show,,7/30/16,7,3
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,3-Proposal,316378,Referral,,6/12/16,6,2
Gleason LLC,J. Coltrane,Monticello,MN,Laptop-17,Laptop,2-Needs Analysis,496596,Referral,,1/19/17,1,1
Gleason LLC,J. Coltrane,Norman,OK,Laptop-13,Laptop,2-Needs Analysis,390305,Referral,,10/18/16,10,4
Gleason LLC,J. Coltrane,Cleveland,OH,Laptop-17,Laptop,2-Needs Analysis,111269,Web,,1/6/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,339478,Trade Show,,3/5/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,456211,Referral,,4/17/16,4,2
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,2-Needs Analysis,250559,Advertisement,,3/14/16,3,1
Gleason LLC,J. Coltrane,San Jose,CA,Laptop-17,Laptop,1-Prospect,292317,Referral,,6/16/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,4-Negotiation,29703,Trade Show,,5/3/16,5,2
Christiansen LLC,D. Ellington,Dallas,TX,Tablet-10,Tablet,1-Prospect,253320,Referral,,12/17/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Desktop-2,Desktop,4-Negotiation,194651,Referral,,3/28/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,415010,Referral,,7/21/16,7,3
Valenzuela Inc,B. Holiday,Miami,FL,Desktop-2,Desktop,1-Prospect,488104,Referral,,2/17/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,9872,Web,,10/22/16,10,4
Gleason LLC,J. Coltrane,Pasadena,CA,Laptop-17,Laptop,1-Prospect,214908,Referral,,5/1/16,5,2
Gleason LLC,J. Coltrane,Birmingham,AL,Laptop-17,Laptop,1-Prospect,94111,Referral,,3/22/16,3,1
Gleason LLC,J. Coltrane,Hartford,CT,Laptop-17,Laptop,1-Prospect,352101,Referral,,6/19/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,423497,Referral,,11/23/16,11,4
Gleason LLC,J. Coltrane,Salt Lake City,UT,Laptop-17,Laptop,2-Needs Analysis,82550,Referral,,4/7/16,4,2
Gleason LLC,J. Coltrane,El Paso,TX,Laptop-17,Laptop,5-Closed Won,-21966,Partner,54138,11/19/16,11,4
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,4-Negotiation,159107,Referral,,12/15/16,12,4
Crona and Sons,B. Goodman,Rochester,NY,Laptop-15,Laptop,3-Proposal,206877,Web,,6/25/16,6,2
Gleason LLC,J. Coltrane,Las Vegas,NV,Laptop-17,Laptop,1-Prospect,292594,Web,,6/5/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,92078,Trade Show,,9/2/16,9,3
Gleason LLC,J. Coltrane,Tucson,AZ,Tablet-8,Tablet,4-Negotiation,431853,Web,,5/16/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,3-Proposal,295791,Referral,,3/13/16,3,1
Gleason LLC,J. Coltrane,Charleston,WV,Laptop-17,Laptop,2-Needs Analysis,256635,Trade Show,,1/28/17,1,1
Gleason LLC,J. Coltrane,Jamaica,NY,Laptop-17,Laptop,1-Prospect,36081,Trade Show,,6/3/16,6,2
Gleason LLC,J. Coltrane,El Paso,TX,Laptop-13,Laptop,2-Needs Analysis,275791,Referral,,2/8/16,2,1
Gleason LLC,J. Coltrane,Anderson,IN,Laptop-17,Laptop,2-Needs Analysis,315569,Referral,,3/19/16,3,1
Crona and Sons,B. Goodman,Reston,VA,Laptop-17,Laptop,4-Negotiation,308604,Trade Show,,5/30/16,5,2
Gleason LLC,J. Coltrane,Midland,MI,Laptop-17,Laptop,2-Needs Analysis,82926,Web,,9/17/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,202196,Referral,,7/19/16,7,3
Gleason LLC,J. Coltrane,Tampa,FL,Laptop-17,Laptop,1-Prospect,490675,Referral,,1/16/17,1,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,2-Needs Analysis,261110,Partner,,10/18/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,139943,Referral,,5/11/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,4-Negotiation,112410,Trade Show,,8/14/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,16714,Trade Show,,4/30/16,4,2
Gleason LLC,J. Coltrane,Louisville,KY,Laptop-17,Laptop,4-Negotiation,24466,Partner,,5/8/16,5,2
Gleason LLC,J. Coltrane,Beaverton,OR,Laptop-17,Laptop,1-Prospect,264451,Referral,,10/11/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,129326,Referral,,7/21/16,7,3
Zieme Inc,D. Gillespie,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,491032,Referral,,4/9/16,4,2
Gleason LLC,J. Coltrane,Littleton,CO,Laptop-13,Laptop,4-Negotiation,147683,Referral,,5/22/16,5,2
Gleason LLC,J. Coltrane,Phoenix,AZ,Laptop-15,Laptop,2-Needs Analysis,346155,Web,,12/4/16,12,4
Gleason LLC,J. Coltrane,Newport News,VA,Laptop-17,Laptop,1-Prospect,413000,Trade Show,,10/29/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,304558,Referral,,2/13/16,2,1
Gleason LLC,J. Coltrane,Cumming,GA,Laptop-17,Laptop,1-Prospect,219505,Referral,,12/7/16,12,4
Gleason LLC,J. Coltrane,Springfield,MO,Laptop-13,Laptop,4-Negotiation,356445,Referral,,8/16/16,8,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,245121,Web,,5/14/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,235569,Referral,,11/29/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,3-Proposal,390285,Referral,,6/18/16,6,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,315024,Trade Show,,12/23/16,12,4
Zieme Inc,D. Gillespie,Pasadena,CA,Laptop-17,Laptop,2-Needs Analysis,319691,Referral,,7/4/16,7,3
Gleason LLC,J. Coltrane,Juneau,AK,Laptop-17,Laptop,1-Prospect,153866,Referral,,10/7/16,10,4
Gleason LLC,J. Coltrane,Oklahoma City,OK,Tablet-10,Tablet,2-Needs Analysis,142198,Referral,,7/27/16,7,3
Gleason LLC,J. Coltrane,Reston,VA,Tablet-10,Tablet,1-Prospect,498222,Advertisement,,12/15/16,12,4
Gleason LLC,J. Coltrane,Oklahoma City,OK,Laptop-13,Laptop,1-Prospect,330635,Referral,,6/23/16,6,2
Gleason LLC,J. Coltrane,Bowie,MD,Laptop-17,Laptop,1-Prospect,343164,Referral,,10/26/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,135228,Partner,,6/10/16,6,2
Gleason LLC,J. Coltrane,Stamford,CT,Laptop-15,Laptop,1-Prospect,349748,Advertisement,,5/28/16,5,2
Gleason LLC,J. Coltrane,Columbus,OH,Laptop-13,Laptop,2-Needs Analysis,305082,Partner,,11/12/16,11,4
Gleason LLC,J. Coltrane,Bakersfield,CA,Laptop-17,Laptop,1-Prospect,476452,Partner,,10/2/16,10,4
Gleason LLC,J. Coltrane,Worcester,MA,Laptop-17,Laptop,2-Needs Analysis,431910,Referral,,12/21/16,12,4
Zieme Inc,D. Gillespie,Dallas,TX,Tablet-8,Tablet,1-Prospect,380676,Web,,5/13/16,5,2
Gleason LLC,J. Coltrane,Shreveport,LA,Laptop-17,Laptop,2-Needs Analysis,182079,Referral,,6/21/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,4-Negotiation,495695,Referral,,10/9/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,4-Negotiation,485823,Web,,2/20/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,3-Proposal,416822,Web,,10/11/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Phone-2,Phone,2-Needs Analysis,138733,Advertisement,,3/14/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,330023,Advertisement,,4/16/16,4,2
Gleason LLC,J. Coltrane,San Francisco,CA,Laptop-17,Laptop,1-Prospect,86622,Referral,,8/2/16,8,3
Gleason LLC,J. Coltrane,Tacoma,WA,Laptop-17,Laptop,2-Needs Analysis,154372,Referral,,4/22/16,4,2
Gleason LLC,J. Coltrane,Hartford,CT,Laptop-15,Laptop,2-Needs Analysis,36263,Trade Show,,1/3/17,1,1
Gleason LLC,J. Coltrane,Huntington Beach,CA,Laptop-15,Laptop,4-Negotiation,189804,Web,,5/24/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,3-Proposal,375847,Advertisement,,7/16/16,7,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,362398,Web,,10/25/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,291050,Trade Show,,2/2/16,2,1
Gleason LLC,J. Coltrane,San Antonio,TX,Phone-1,Phone,3-Proposal,357401,Referral,,5/11/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,448544,Referral,,2/12/16,2,1
Gleason LLC,J. Coltrane,San Diego,CA,Laptop-17,Laptop,1-Prospect,453507,Referral,,12/30/16,12,4
Christiansen LLC,D. Ellington,Dallas,TX,Tablet-8,Tablet,1-Prospect,234753,Referral,,11/2/16,11,4
Gleason LLC,J. Coltrane,Sacramento,CA,Laptop-17,Laptop,2-Needs Analysis,282010,Referral,,2/19/16,2,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,3-Proposal,480777,Referral,,6/30/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,7642,Referral,,6/14/16,6,2
Gleason LLC,J. Coltrane,Seattle,WA,Laptop-17,Laptop,1-Prospect,146404,Web,,5/21/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,4-Negotiation,91136,Referral,,5/24/16,5,2
Gleason LLC,J. Coltrane,New York City,NY,Laptop-15,Laptop,2-Needs Analysis,81927,Partner,,1/25/17,1,1
Gleason LLC,J. Coltrane,Harrisburg,PA,Laptop-17,Laptop,1-Prospect,253704,Advertisement,,7/10/16,7,3
Gleason LLC,J. Coltrane,Tulsa,OK,Laptop-17,Laptop,1-Prospect,423409,Referral,,6/24/16,6,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,2-Needs Analysis,386126,Referral,,12/31/16,12,4
Gleason LLC,J. Coltrane,New Bedford,MA,Laptop-17,Laptop,2-Needs Analysis,490414,Web,,10/24/16,10,4
Gleason LLC,J. Coltrane,Hampton,VA,Laptop-15,Laptop,1-Prospect,245907,Web,,2/15/16,2,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,410908,Web,,2/24/16,2,1
Gleason LLC,J. Coltrane,Green Bay,WI,Tablet-8,Tablet,1-Prospect,118790,Partner,,3/22/16,3,1
Gleason LLC,J. Coltrane,Hartford,CT,Laptop-13,Laptop,4-Negotiation,160742,Referral,,11/19/16,11,4
Gleason LLC,J. Coltrane,Austin,TX,Laptop-17,Laptop,1-Prospect,213075,Trade Show,,12/10/16,12,4
Gleason LLC,J. Coltrane,Washington,DC,Laptop-15,Laptop,5-Closed Won,-29767,Web,299021,6/17/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,392176,Referral,,12/10/16,12,4
Gleason LLC,J. Coltrane,Sarasota,FL,Laptop-17,Laptop,5-Closed Won,-243572,Referral,118707,5/19/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Tablet-8,Tablet,4-Negotiation,367482,Referral,,5/8/16,5,2
Gleason LLC,J. Coltrane,Atlanta,GA,Laptop-17,Laptop,1-Prospect,30239,Web,,12/2/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,2-Needs Analysis,392506,Web,,9/7/16,9,3
Gleason LLC,J. Coltrane,Ventura,CA,Laptop-15,Laptop,2-Needs Analysis,432112,Web,,7/27/16,7,3
Gleason LLC,J. Coltrane,Virginia Beach,VA,Laptop-17,Laptop,1-Prospect,242604,Web,,3/22/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Phone-3,Phone,5-Closed Won,-206858,Advertisement,343797,5/18/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,136921,Referral,,10/10/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,2-Needs Analysis,141657,Advertisement,,11/28/16,11,4
Gleason LLC,J. Coltrane,Portland,ME,Laptop-13,Laptop,4-Negotiation,12946,Referral,,10/5/16,10,4
Gleason LLC,J. Coltrane,Des Moines,IA,Tablet-8,Tablet,2-Needs Analysis,50865,Referral,,1/1/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,1-Prospect,237217,Web,,10/31/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,438944,Referral,,5/17/16,5,2
Crona and Sons,B. Goodman,Santa Ana,CA,Laptop-17,Laptop,4-Negotiation,481232,Referral,,9/18/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,3-Proposal,162750,Referral,,9/4/16,9,3
Gleason LLC,J. Coltrane,Portland,OR,Laptop-15,Laptop,1-Prospect,88616,Referral,,9/15/16,9,3
Gleason LLC,J. Coltrane,Knoxville,TN,Phone-3,Phone,2-Needs Analysis,470854,Trade Show,,6/30/16,6,2
Gleason LLC,J. Coltrane,Peoria,IL,Laptop-15,Laptop,2-Needs Analysis,393233,Referral,,3/7/16,3,1
Gleason LLC,J. Coltrane,Murfreesboro,TN,Tablet-10,Tablet,1-Prospect,278434,Web,,9/10/16,9,3
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,94628,Partner,,11/6/16,11,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,450280,Web,,6/21/16,6,2
Gleason LLC,J. Coltrane,El Paso,TX,Laptop-15,Laptop,2-Needs Analysis,94170,Trade Show,,9/28/16,9,3
Gleason LLC,J. Coltrane,Anchorage,AK,Laptop-17,Laptop,3-Proposal,168599,Referral,,10/16/16,10,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,4-Negotiation,176057,Referral,,5/11/16,5,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,3-Proposal,277276,Referral,,3/3/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,209468,Referral,,1/16/17,1,1
Gleason LLC,J. Coltrane,Baltimore,MD,Tablet-10,Tablet,1-Prospect,366648,Referral,,3/5/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,182027,Referral,,12/5/16,12,4
Gleason LLC,J. Coltrane,Worcester,MA,Laptop-17,Laptop,2-Needs Analysis,310606,Web,,12/20/16,12,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,1-Prospect,258225,Referral,,9/23/16,9,3
Gleason LLC,J. Coltrane,Houston,TX,Laptop-13,Laptop,3-Proposal,413266,Advertisement,,6/18/16,6,2
Dooley Group,J. Coltrane,Chicago,IL,Laptop-17,Laptop,1-Prospect,294773,Partner,,8/4/16,8,3
Gleason LLC,J. Coltrane,New Brunswick,NJ,Laptop-17,Laptop,2-Needs Analysis,369979,Referral,,8/27/16,8,3
Gleason LLC,J. Coltrane,Midland,TX,Laptop-13,Laptop,4-Negotiation,494612,Referral,,8/20/16,8,3
Gleason LLC,J. Coltrane,Saint Louis,MO,Laptop-17,Laptop,4-Negotiation,284081,Referral,,4/20/16,4,2
Gleason LLC,J. Coltrane,Vero Beach,FL,Laptop-17,Laptop,2-Needs Analysis,222354,Web,,6/20/16,6,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,3-Proposal,129861,Web,,1/9/17,1,1
Gleason LLC,J. Coltrane,Las Vegas,NV,Laptop-17,Laptop,2-Needs Analysis,387931,Trade Show,,5/15/16,5,2
Gleason LLC,J. Coltrane,New Hyde Park,NY,Laptop-15,Laptop,2-Needs Analysis,122550,Referral,,4/21/16,4,2
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,1-Prospect,487434,Partner,,4/16/16,4,2
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,1-Prospect,248480,Trade Show,,11/29/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-15,Laptop,1-Prospect,331257,Advertisement,,10/22/16,10,4
Gleason LLC,J. Coltrane,Washington,DC,Laptop-17,Laptop,4-Negotiation,158817,Referral,,1/30/17,1,1
Gleason LLC,J. Coltrane,Santa Ana,CA,Phone-2,Phone,2-Needs Analysis,456857,Web,,12/7/16,12,4
Gleason LLC,J. Coltrane,Raleigh,NC,Tablet-10,Tablet,1-Prospect,359373,Advertisement,,7/13/16,7,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,369772,Referral,,11/3/16,11,4
Christiansen LLC,D. Ellington,Dallas,TX,Phone-3,Phone,1-Prospect,490776,Referral,,4/2/16,4,2
 Daugherty and Daugherty,M. Roach,Bryan,TX,Laptop-15,Laptop,1-Prospect,338074,Referral,,12/5/16,12,4
Gleason LLC,J. Coltrane,Huntington,WV,Laptop-13,Laptop,1-Prospect,362700,Referral,,10/29/16,10,4
Gleason LLC,J. Coltrane,Boulder,CO,Laptop-13,Laptop,4-Negotiation,16268,Referral,,2/13/16,2,1
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,1-Prospect,439653,Advertisement,,11/9/16,11,4
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,471802,Referral,,10/10/16,10,4
Gleason LLC,J. Coltrane,Houston,TX,Laptop-15,Laptop,5-Closed Won,-246373,Web,396915,11/1/16,11,4
Gleason LLC,J. Coltrane,Tulsa,OK,Laptop-17,Laptop,4-Negotiation,129607,Referral,,8/28/16,8,3
Gleason LLC,J. Coltrane,Cleveland,OH,Laptop-17,Laptop,1-Prospect,390650,Referral,,1/19/17,1,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-13,Laptop,1-Prospect,302002,Partner,,3/9/16,3,1
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,109292,Referral,,9/30/16,9,3
Dooley Group,J. Coltrane,Chicago,IL,Laptop-13,Laptop,1-Prospect,58798,Web,,12/7/16,12,4
Gleason LLC,J. Coltrane,Temple,TX,Laptop-17,Laptop,2-Needs Analysis,175988,Referral,,10/30/16,10,4
Gleason LLC,J. Coltrane,Bethesda,MD,Laptop-15,Laptop,1-Prospect,100299,Partner,,3/21/16,3,1
Dooley Group,J. Coltrane,Chicago,IL,Laptop-15,Laptop,2-Needs Analysis,337355,Referral,,4/22/16,4,2
Zieme Inc,D. Gillespie,Des Moines,IA,Laptop-17,Laptop,1-Prospect,149729,Referral,,5/4/16,5,2
Gleason LLC,J. Coltrane,Kingsport,TN,Laptop-15,Laptop,1-Prospect,419311,Web,,10/30/16,10,4
Christiansen LLC,D. Ellington,Dallas,TX,Laptop-17,Laptop,1-Prospect,173298,Web,,10/18/16,10,4
Gleason LLC,J. Coltrane,Anchorage,AK,Laptop-15,Laptop,1-Prospect,138578,Referral,,10/6/16,10,4
Gleason LLC,J. Coltrane,Omaha,NE,Laptop-17,Laptop,1-Prospect,197013,Referral,,2/6/16,2,1
Valenzuela Inc,B. Holiday,Miami,FL,Laptop-17,Laptop,1-Prospect,422600,Referral,,6/11/16,6,2
Gleason LLC,J. Coltrane,Riverside,CA,Laptop-15,Laptop,4-Negotiation,250885,Web,,8/15/16,8,3
Zieme Inc,D. Gillespie,Burbank,CA,Laptop-15,Laptop,1-Prospect,446680,Referral,,1/7/17,1,1
