name,latitude_deg,longitude_deg,iso_country,municipality,elevation_ft
Cushing Field Ltd Airport,41.519500732421875,-88.60559844970703,US,Newark,640
Crawford Airport,34.587501525878906,-120.01300048828125,US,Santa Ynez,570
Shepherd Ranch Airport,34.62220001220703,-120.06500244140625,US,Santa Ynez,660
Hoffman Private Airport,33.14310073852539,-116.74500274658203,US,Santa Ysabel,3100
Emory Ranch Airport,32.7494444,-116.0161111,US,Ocotillo,480
Ward Ranch Airport,33.4277992249,-116.843002319,US,Aguanga,2500
Blech Ranch Airport,35.5950012207,-120.338996887,US,Shandon,1140
Foxx Valley Airport,38.652500152600005,-104.23400116,US,Yoder,5800
Pinon Canyon Airport,37.490501403799996,-104.143997192,US,Trinidad,5686
Fox Hole Airport,40.004699707,-105.071998596,US,Lafayette,5135
Yosemite Hidden Lake Ranch Airport,37.11800003049999,-119.913002014,US,Raymond,500
Krey Field Airport,34.5694007874,-117.555999756,US,Adelanto,3042
John Nichol's Field Airport,32.633098602299995,-116.892997742,US,Chula Vista,490
Bohunk's Airpark,34.694698333699996,-118.282997131,US,Lancaster,2410
Tera Ultralightport,35.5913009644,-117.634002686,US,Ridgecrest,2510
Dave's Airport,40.0332984924,-105.124000549,US,Louisville,5170
Buckhorn Ranch Airport,38.8518981934,-106.93282,US,Crested Butte,8980
Greggs Nr 1 Airport,39.8894004822,-104.544998169,US,Bennett,5373
Chenoweth Airport,39.8333015442,-103.589996338,US,Last Chance,4697
Flying M & M Ranch Airport,38.2193984985,-108.212997437,US,Norwood,8000
Cartwheel Airport,40.2083015442,-105.013000488,US,Mead,5010
Van Treese Airport,37.6582984924,-106.033996582,US,Monte Vista,7613
Wilber Municipal Airport,40.474998474121094,-96.98780059814453,US,Wilber,1400
Ada Airport,40.79059982299805,-83.8291015625,US,Ada,949
Corydon Airport,40.75450134277344,-93.24130249023438,US,Corydon,1020
Frierson Grove Airport,27.30389976501465,-81.88040161132812,US,Arcadia,65
Big 'G' Airport,29.267499923706055,-81.2301025390625,US,Ormond Beach,40
Dugger Field,30.496400833129883,-86.09380340576172,US,Freeport,70
Breezy Knoll Airport,30.820199966430664,-86.34439849853516,US,Defuniak Springs,235
Joy Farms Airport,30.652099609375,-86.1093978881836,US,Defuniak Springs,290
Harper's Fly-In Ranch Airport,26.730600357055664,-81.16390228271484,US,Clewiston,30
Thompson Airfield,29.983299255371094,-82.83560180664062,US,Branford,110
Stanchester Airport,27.80590057373047,-82.14009857177734,US,Lithia,94
Mc Daniel Ranch Inc. Airport,26.3938999176,-81.0231018066,US,Clewiston,18
North Buffalo Suburban Airport,43.10319900512695,-78.70330047607422,US,Lockport,588
Halls Flying Ranch Airport,33.356201171875,-84.36710357666016,US,Hampton,800
Mustang Field,34.477901458740234,-82.89710235595703,US,Hartwell,693
"Airnautique, Inc. Airport",34.377899169921875,-82.9457015991211,US,Hartwell,720
Ayresouth Airport,33.77009963989258,-85.06079864501953,US,Temple,1287
Paradise Falls Airport,33.81290054321289,-83.50569915771484,US,High Shoals,736
Sunset Strip,33.7333984375,-83.81880187988281,US,Jersey,780
Hickory Level Airfield,33.68339920043945,-84.9999008178711,US,Temple,1080
Paso Fino Farm Airport,30.887100219726562,-83.41600036621094,US,Valdosta,200
Roberta Industrial Park Airport,32.71390151977539,-84.02749633789062,US,Roberta,505
Pinewood Airport,33.782100677490234,-84.80079650878906,US,Douglasville,1085
Crystal Lake Airpark,31.66550064086914,-83.44709777832031,US,Irwinville,327
Lookout Mountain Airport,34.904701232910156,-85.45970153808594,US,Trenton,563
Pecan Patch Airstrip,33.33140182495117,-84.2667007446289,US,Sunnyside,860
Mountain Airpark,34.561798095703125,-83.7135009765625,US,Cleveland,1438
Carpenter Airport,33.520301818847656,-82.37249755859375,US,Appling,450
Pegasus Ranch Airport,32.69390106201172,-81.79859924316406,US,Rocky Ford,230
Kahoka Municipal Airport,40.421600341796875,-91.706298828125,US,Kahoka,700
Brazil Clay County Airport,39.47669982910156,-87.09970092773438,US,Brazil,645
Hawkeye Airport,42.43470001220703,-92.3280029296875,US,Waterloo,883
Sharar Field,41.03340148925781,-91.05010223388672,US,Mediapolis,700
Moore Private Airport,40.87220001220703,-93.26270294189453,US,Millerton,1060
Rinehart Airport,41.659698486328125,-92.28990173339844,US,Victor,920
Hannen Airport,42.22800064086914,-91.7509994506836,US,Center Point,925
South Fork Ranch Airport,43.60639953613281,-115.10700225830078,US,Featherville,4861
Ziggy's Airport,42.64120101928711,-114.6050033569336,US,Filer,3225
Flying Joseph Ranch Airport,44.442901611299995,-113.773002625,US,May,5600
Coyote Run Airport,43.075801849365234,-115.6729965209961,US,Mountain Home,3150
Black Butte Ranch Airport,43.047698974609375,-114.47000122070312,US,Shoshone,4020
Ez Lope Ranch Airport,43.0531005859375,-116.46199798583984,US,Oreana,3130
Z X Ranch Airport,43.230308,-116.763192,US,Murphy,3820
Pinnacle Airport,45.775197,-116.178475,US,Grangeville,3800
Chuck's Airport,40.2599983215332,-85.25330352783203,US,Albany,955
Unsicker Airport,40.4281005859375,-86.1532974243164,US,Bremen,816
Creighton Airport,41.457298278808594,-86.12439727783203,US,Bremen,820
Miller Strip,40.62779998779297,-86.03780364990234,US,Bunker Hill,810
Marshall Field,40.65950012207031,-86.8572006225586,US,Chalmers,705
Kropf Airport,41.64310073852539,-85.82969665527344,US,Goshen,810
Frost Field,39.79560089111328,-85.78610229492188,US,Greenfield,900
Sutton's Field,41.324798583984375,-87.47589874267578,US,Lowell,740
Winters Airport,39.53419876098633,-86.57720184326172,US,Hall,755
Griffin Airport,38.803056,-88.997778,US,Alma,541
Flying B Ranch Airport,40.15700149536133,-87.67449951171875,US,Danville,696
Walter Airport,41.872501373291016,-88.72370147705078,US,De Kalb,890
Jack W. Watson Airport,41.854801177978516,-88.78730010986328,US,De Kalb,880
Snider Field,38.5,-87.59590148925781,US,Decker,400
The Lazy K Airport,40.82780075073242,-85.08609771728516,US,Tocsin,835
Graves Landing Strip,41.11669921875,-86.66670227050781,US,Winamac,704
Air Park Field,41.12779998779297,-84.94719696044922,US,Woodburn,750
Byrne Field,38.32899856567383,-86.03359985351562,US,Byrneville,800
Parrish Airport,37.993099212646484,-87.95140075683594,US,Mount Vernon,390
Cady Aerial RLA Restricted Landing Area,41.660800933800004,-89.69360351559999,US,Deer Grove,630
Dawson Farms Airport,39.76250076293945,-88.67150115966797,US,Lovington,670
Abbeville Municipal Airport,31.600200653076172,-85.23880004882812,US,Abbeville,468
Flying Ten Airport,29.618000030517578,-82.50869750976562,US,Archer,85
Dobie's Airport,36.1599006652832,-95.5802001953125,US,Inola,610
J V Ranch Airport,38.63330078125,-95.92530059814453,US,Osage City,1180
Kellie Mann Airfield,38.560001373291016,-95.30909729003906,US,Ottawa,1045
Camp Chippewa Airport,38.56669998168945,-95.36689758300781,US,Ottawa,1120
Norris Airport,38.807239,-95.370056,US,Lawrence,1065
Kendrigan Airport,37.45220184326172,-97.31780242919922,US,Peck,1240
Mono Aircraft Airport,37.69279861450195,-97.88639831542969,US,Cheney,1450
Pearce Field,37.38249969482422,-95.37470245361328,US,Parsons,950
Lmn 120 Airport,37.515899658203125,-96.9197998046875,US,Douglas,1330
Owen Air Park,38.622798919677734,-84.77890014648438,US,Owenton,890
Arnemann Farms Airport,36.76559829711914,-86.61830139160156,US,Franklin,504
Cambron Field,37.56439971923828,-87.08190155029297,US,Owensboro,427
Falin Landing Strip,36.8125,-86375,US,Bowling Green,600
Clinton-Hickman County Airport,36.63610076904297,-88.99859619140625,US,Clinton,360
Sky Airport,37.1171989440918,-83.73609924316406,US,Manchester,850
Lida Junction Airport,37.485801696777344,-117.19100189208984,US,Goldfield,4684
Goldfield Airport,37.71799850463867,-117.23799896240234,US,Goldfield,5680
Double H Ranch Airport,30.229400634765625,-90.97339630126953,US,Gonzales,15
Don Babin-Private Airport,30.277999877929688,-90.96320343017578,US,Gonzales,17
Belcher Airpatch Airport,32.749298095703125,-93.87349700927734,US,Belcher,280
Rebel Field,30.586299896240234,-90.86150360107422,US,Watson,74
Kaufield Airport,42.26470184326172,-88.7300033569336,US,Belvidere,783
Jerseyville Aviation Inc Airport,39.094200134277344,-90.31340026855469,US,Jerseyville,604
Murk's Strip,40.738899231,-90.38069915770001,US,St. Augustine,700
Koenig Airport,39.05500030517578,-90.34210205078125,US,Jerseyville,614
Flaherty Field,41.4192008972168,-89.12310028076172,US,La Salle,664
Busboom RLA Restricted Landing Area,40.1100006104,-88.07839965820001,US,St Joseph,675
Gord Airport,41.69839859008789,-88.60759735107422,US,Sandwich,710
Theriot Field,29.74970054626465,-90.73580169677734,US,Thibodaux,13
Buller's Airstrip,30.808700561523438,-92.18800354003906,US,Bunkie,47
Trahan Ultralightport,30.306900024414062,-92.12979888916016,US,Cankton,40
Dufour Airport,30.787700653076172,-92.05039978027344,US,Morrow,42
Morgan Field,30.61280059814453,-91.48419952392578,US,New Roads,36
Lonesome Dove Airfield,30.28580093383789,-92.94129943847656,US,Woodlawn,34
Huenefeld Airport,32.50429916381836,-91.98210144042969,US,Monroe,72
Taylor Field,39.18730163574219,-75.7927017211914,US,Sudlersville,75
Squier Landing Airport,38.287899017333984,-76.86750030517578,US,Cobb Island,16
Pond View Private Airport,39.26679992675781,-76.18720245361328,US,Chestertown,47
Walters Airport,39.38119888305664,-77.10579681396484,US,Mount Airy,750
Peasley Field,44.742469,-68.474403,US,Otis,271
Sugar Springs Airport,44.14030075073242,-84.4375,US,Gladwin,940
Stier Airstrip,44.52220153808594,-83.68329620361328,US,Glennie,850
Kelleys Airport,44.633399963378906,-84.4833984375,US,Grayling,1000
Lesterson Field,46.270198822021484,-87.3864974975586,US,Gwinn,1120
Young's Airport,46.38750076293945,-85.18399810791016,US,Hulbert,800
Twin Lakes Airport,44.900001525878906,-84.30000305175781,US,Lewiston,1275
Brinkman Airport,44.2625007629,-94.06970214840001,US,St. Peter,1020
Pankratz Airport,44.30720138549805,-94.91690063476562,US,Springfield,1033
Matson Field,43.662200927734375,-92.404296875,US,Spring Valley,1365
Keller Airport,45.135799407958984,-92.8593978881836,US,Stillwater,990
Ferros Ranch-Aero Airport,38.410301208496094,-93.8501968383789,US,Clinton,775
Flying G Airport,38.544498443603516,-94.0947036743164,US,Creighton,920
Short-N-Ruff Airport,37.78670120239258,-90.78009796142578,US,Caledonia,950
Arvin Ranch Airport,38.44029998779297,-94.59329986572266,US,Drexel,1000
Joe D Lewis Airport,40.133399963378906,-92.1001968383789,US,Edina,780
Hall Airport,40.11669921875,-92.26689910888672,US,Edina,850
Sloan's Airport,39.14059829711914,-90.73680114746094,US,Elsberry,437
Topton Air Estates Airport,32.474998474121094,-88.61669921875,US,Meridian,453
Franklin Field,31.425199508666992,-90.90290069580078,US,Meadville,200
Morgan Field,31.541799545288086,-89.3917007446289,US,Seminary,300
Lewis Air Service Airport,33.39179992675781,-90.91680145263672,US,Leland,120
Hale Field,34.34260177612305,-89.14309692382812,US,Pontotoc,346
Catfish Point Airport,33.69929885864258,-91.16510009765625,US,Benoit,154
Shenandoah Valley Farms Airport,33.80070114135742,-89.02729797363281,US,Houston,300
Williams Field,47.497501373291016,-112.39099884033203,US,Augusta,4070
Kimp Airport,46.27859878540039,-114.14099884033203,US,Hamilton,3510
Cottonwood Airport,45.63420104980469,-108.8489990234375,US,Laurel,3350
Hanson Airport,48.04059982299805,-114.67900085449219,US,Marion,3900
Pinehurst Ranch Airport,47.66080093383789,-115.40399932861328,US,Thompson Falls,2460
Lone Hawk Airport,48.483299255371094,-114.49299621582031,US,White Fish,3284
Eagle Field,37.23469924926758,-91.09359741210938,US,Ellington,784
Sunderland Airport,37.246700286865234,-94.17389678955078,US,Avilla,1027
Slaughter Airport,39.6161003112793,-92.86689758300781,US,Marceline,800
Lambs Field,38875,-94.13970184326172,US,Lone Jack,1070
Prince STOLport,37.43870162963867,-89.75900268554688,US,Millersville,582
Roosterville Airport,39.291099548339844,-94.44219970703125,US,Liberty,1004
Chandelle Estates Airport,39.202301025390625,-75.4854965209961,US,Dover,22
Henderson Aviation Airport,39.01259994506836,-75.53350067138672,US,Felton,50
Goerger Airport,46.24549865722656,-97.03759765625,US,Barney,1045
Sorlie Airport,48.0010986328125,-99.56289672851562,US,Maddock,1580
Boyd's Turf Airport,46.75,-103.8010025024414,US,Golva,2750
Bearwallow Farm Airport,35.45709991455078,-82.37539672851562,US,Hendersonville,3608
Lindsay Airport,36.357200622558594,-79.99749755859375,US,Madison,700
Double Creek Ranch Airport,35.755699157714844,-80.73529815673828,US,Cleveland,830
Gilbertson Field,47.92919921875,-99.40039825439453,US,Flora,1550
Schumacher Strip,46.05500030517578,-99.91709899902344,US,Hague,2020
Saville Private Airport,46.465301513671875,-100.1050033569336,US,Hazelton,1961
Merrihew Airport,41.849998474121094,-101.94999694824219,US,Ashby,3815
Runner Landing Area Airport,42.40719985961914,-101.93199920654297,US,Ashby,3760
Merry Airport,41.866600036621094,-101.91699981689453,US,Ashby,3791
Newman Airport,41.02109909057617,-102.01799774169922,US,Big Springs,3525
Frager Field,40.43330001831055,-98.07060241699219,US,Fairfield,1765
Fla-Net Airport,40.88589859008789,-74.70570373535156,US,Netcong,1040
Dix Field,39.31679916381836,-74.63289642333984,US,Linwood,8
Berdick Field,42.33399963378906,-78.79090118408203,US,Cattaraugus,1690
Spring Brook Airport,43.361698150634766,-76.22019958496094,US,Central Square,450
Westwind Farm Airport,42.9833984375,-74.01619720458984,US,Charlton,800
Seven Gullies Airport,42.695899963378906,-77.79219818115234,US,Groveland,600
Lapeer Flyer Airport,42.43840026855469,-76.08879852294922,US,Marathon,1280
Rocky Reef Farm Airport,41.9208984375,-73.67040252685547,US,Attlebury,450
Lakeview Airport,43.01029968261719,-75.82689666748047,US,Chittenango,1050
Columbus Municipal Airport,31.823699951171875,-107.62699890136719,US,Columbus,4024
Negrito Airstrip,33.52090072631836,-108.54299926757812,US,Reserve,8143
Bennetts Airport,43.70009994506836,-73.98290252685547,US,North Creek,1040
Russell Field,43.139198303222656,-73.6531982421875,US,Northumberland,260
Kermizian Airport,43.31399917602539,-74.93209838867188,US,Ohio,1440
Murphys Landing Strip,43.037601470947266,-74.1843032836914,US,Perth,940
Wenskoski Field,42.99729919433594,-74.24539947509766,US,Perth,800
Corning Municipal Airport,39.943599700927734,-122.1709976196289,US,Corning,292
Ward Field,41.845699310302734,-123.98500061035156,US,Gasquet,356
Jenkins Field,39.97060012817383,-83.9115982055664,US,North Hampton,1080
Fry Field,39.60060119628906,-84.01969909667969,US,Spring Valley,775
Apple Airport,40.1432991027832,-84.1718978881836,US,Piqua,1000
Fry Airport,40.18840026855469,-84.256103515625,US,Piqua,900
Parknavy STOLport,40.07170104980469,-83.22989654541016,US,Plain City,943
Unger Field,39.359798431396484,-83.4177017211914,US,Greenfield,940
Galloway Airport,41.38209915161133,-82.71610260009766,US,Sandusky,643
Salt Box Airport,41.32426452636719,-81.15930938720703,US,Hiram,1250
Victor's Landing Airport,41.83810043334961,-80.6436996459961,US,Kingsville,860
Hidden Quarry Airport,38.894500732421875,-83.1135025024414,US,Lucasville,830
Edmond Airport,35.68339920043945,-97.43360137939453,US,Edmond,1169
Mckey Airport,34.65700149536133,-97.40170288085938,US,Elmore City,1056
Mckinley Ranch Airport,35.6194992065,-98.5225982666,US,Geary,1420
Rock Creek Farm Airport,34.66059875488281,-96.25360107421875,US,Coal Gate,730
Chappell Airport,35.88890075683594,-97.40029907226562,US,Guthrie,1070
Ellis/Harvey Airport,35.801700592041016,-97.38610076904297,US,Guthrie,1220
Cade's Airport,36.29249954223633,-97.59310150146484,US,Covington,1140
Crystal Airport,36.213401794433594,-96.63700103759766,US,Jennings,1016
Long Ranch Airport,42.01900100708008,-121.7040023803711,US,Merrill,4090
East Oregon Cattle Co Airport,42.5035018921,-122.855003357,US,Eagle Point,1345
Rome Service Airport,42.83399963378906,-117.62899780273438,US,Rome,3387
Marr Field,44.854000091552734,-123.26399993896484,US,Monmouth,275
Sutton on Rogue Airport,42.484798431396484,-122.86599731445312,US,White City,1260
Hanel Field,45.59260177612305,-121.54900360107422,US,Mount Hood,1626
Van Pak Airport,39.83219909667969,-99.5687026977539,US,Prairie View,2213
Shoestring Aviation Airfield,39.7947998046875,-76.64720153808594,US,Stewartstown,1000
Philadelphia Gliderport,40.328399658203125,-75.24130249023438,US,Hilltown,670
Haunstein Ultralightport,40.31679916379999,-77.1247024536,US,Shermans Dale,600
Robbins Farm Airport,41.7495002746582,-76.76020050048828,US,Troy,1207
Ecko Field,40.23759841918945,-76.72470092773438,US,Hummelstown,380
Fisher Airport,41.49449920654297,-79.83090209960938,US,Franklin,1500
Hostetler Airport,40.63090133666992,-77.85030364990234,US,Huntingdon,760
Linvill Airport,39.88479995727539,-75.41490173339844,US,Media,180
Fletcher Airport,41.443599700927734,-80.15390014648438,US,Sheakeyville,1335
Flying Acres Airport,41.07310104370117,-80.07029724121094,US,Slippery Rock,1247
Kitner Airport,40.4128990173,-77.24140167239999,US,New Bloomfield,960
Nichols Airport,41.77920150756836,-79.59839630126953,US,Spartansburg,1761
Memmi Airport,40.16899871826172,-77.99250030517578,US,Three Springs,1138
Drillmore Acres Airport,40.128299713134766,-77.63140106201172,US,Newburg,680
Shriver Airport,41.61669921875,-79.68309783935547,US,Titusville,1560
Paul Personal Use Airport,41.71950149536133,-79.67780303955078,US,Titusville,1645
Frederick Airpark,41.37089920043945,-79.3416976928711,US,Tylersburg,1560
Carsonville Airport,40.49039840698242,-76.7666015625,US,Carsonville,800
Old Orchard Airport,41.008399963378906,-78.56089782714844,US,Curwensville,1980
Harman Airport,40.522300720214844,-76.84549713134766,US,Elizabethville,720
Sonoma Valley Airport,38.2234992980957,-122.44999694824219,US,Schellville/Sonoma,10
Selma Airport,36.581600189208984,-119.65799713134766,US,Selma,305
